s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,,,,2.668,0.668,,
,,2.516,,,,,,,,,1.416,
,3.0,3.0,,,,,,,,,,
,,,,,,,2.176,,,,,3.276
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,3.0,,,,,
2.136,,,,,,,,,2.136,,,
,,,,,,3.0,3.0,,,,,
2.268,,,,2.288,,,,,,,,
,,,0.54,,,,,,,3.24,,
,,,,,2.984,,,,,,0.504,
1.696,,,,,,,,1.696,,,,
3.0,,,,,,,3.0,,,,,
,1.928,,1.588,,,,,,,,,
,,,,,,,,2.104,,,,1.264
,,,,,,,,1.44,,1.7,,
3.0,,,,,,,3.0,,,,,
,0.996,,,,1.016,,,,,,,
,,,,,,,,2.104,,,,1.264
,3.0,,,,,,3.0,,,,,
,,,,,,,,,,2.932,0.572,
,,,0.768,,,,,,,2.988,,
,,,,,1.016,,,,,,,0.996
,0.996,,,,1.016,,,,,,,
,,,,,,,,,4.828,0.108,,
,,2.68,,1.6,,,,,,,,
,,,,,1.0,,,,1.0,,,
2.8,,,,,,,,,,2.8,,
,,,,,,,,,4.888,,0.028,
3.0,,,,,,3.0,,,,,,
,,,,1.104,,,,,,2.784,,
,,,,,,,,,,1.44,,2.4
,,,,,1.032,,0.992,,,,,
,1.292,,,,,,,1.112,,,,
,,,,,,,,4.728,,0.108,,
,,0.572,,,,,,,2.952,,,
,,,,,,,1.036,,1.176,,,
,1.436,,,,,,,1.436,,,,
2.884,,,2.884,,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,0.06,,4.96,,,,
,,,,,,0.012,,,,,4.992,
,,2.52,,,,,,,,,1.56,
,,,,,,,1.656,,,,2.896,
3.0,,,3.0,,,,,,,,,
,,,,0.508,2.968,,,,,,,
,,3.016,,,,,2.976,,,,,
,,,,,4.872,,,,,0.032,,
,,,,,,,2.776,3.016,,,,
,,,,,4.856,,,,,,0.036,
,,0.504,,,2.984,,,,,,,
,,2.58,,1.38,,,,,,,,
2.04,,,,,,,,,,,2.06,
,,,0.444,,,,,3.344,,,,
2.048,,,,,,,,,2.048,,,
,,,3.672,,,,1.992,,,,,
,,,,,4.856,,,,,0.036,,
,,,,,,0.0,,,5.0,,,
,3.0,,,,,,3.0,,,,,
,,,,,,0.072,,,,,4.952,
,,,,,,,2.176,,,,,3.276
,,,,,1.016,,,0.996,,,,
,,,,,,,1.704,,,,3.024,
,,,,,,0.06,,4.96,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,,4.864,0.064,
,2.964,1.364,,,,,,,,,,
,,0.564,,,,,,2.964,,,,
,,0.76,,,,,,,2.3,,,
,,,1.604,,,,,,,,,2.104
,,,,,,,,,4.872,0.032,,
,,,,,,,1.572,2.992,,,,
,,1.34,2.5,,,,,,,,,
,,,,,,,,4.468,,0.248,,
,,,,,,0.012,,,4.992,,,
,,4.828,,,,,,,,0.108,,
,0.988,,,,,,,,1.048,,,
2.884,,,2.884,,,,,,,,,
,,,,,,,,4.74,,,0.14,
3.0,,,,,,,3.0,,,,,
,,,,,,0.072,,,,,4.952,
,2.82,,0.9,,,,,,,,,
,0.988,,,,1.048,,,,,,,
,,,,4.016,,1.476,,,,,,
,,,,1.584,,,,,,,,2.544
,,,1.992,,,,,,,,1.992,
,,,2.816,1.436,,,,,,,,
,,,,1.688,,,,,,,2.368,
,,,3.672,,,,1.992,,,,,
2.6,,2.62,,,,,,,,,,
,,,,,,,,,,1.456,,2.416
,,,,1.78,,,,,,,2.5,
0.996,,,,,1.016,,,,,,,
1.596,,,,,,,,1.616,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,3.0,3.0,,,,,
,,,,3.244,,,1.904,,,,,
,,,,,,,,,4.668,,0.108,
,,,,,4.856,,,,,,0.036,
2.884,,,2.884,,,,,,,,,
,,,,,,,1.036,,1.176,,,
,3.0,,,,,3.0,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,5.0,0.0,,,,,,
,2.68,,,1.16,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,0.764,,,,,,,3.004,,
,,0.908,,,,,,2.608,,,,
1.596,,,,,,,,1.616,,,,
,,,,4.064,,1.404,,,,,,
,,,,,,,,,4.524,0.184,,
,,,,,,0.288,,,,,4.808,
,1.256,,,,,,,,,,,1.256
,,3.0,,,,,3.0,,,,,
,,,,,,,1.644,,,,3.824,
,,,,3.944,,1.584,,,,,,
,,,,1.404,,,,,,,,2.584
,,,,,,,,,,,1.584,2.084
,,0.816,,,,,,,2.276,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,,,1.14,,,1.04
,,3.0,,,,,3.0,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,1.02,,,1.06
,,0.804,,,,,,,2.284,,,
,3.0,,,,,3.0,,,,,,
,,,3.68,,,,1.98,,,,,
,,0.772,,,,,,,,,,2.312
,,,,,1.016,,,,,,,0.996
,,,,,,,,4.484,,0.244,,
,,,,0.852,,,,,2.812,,,
2.684,,,,,,,,2.684,,,,
2.884,,,2.884,,,,,,,,,
,,,,,,0.288,,,,,4.808,
,,,0.48,,,,,,3.28,,,
,0.784,,,,,,,2.464,,,,
,1.48,,,,,,,,,1.9,,
,3.176,,0.796,,,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,1.768,,,,,,,2.448,
2.464,,,,,,,,,,,2.464,
,,,,,1.032,,,,,,0.992,
,,0.668,,,2.328,,,,,,,
,3.0,3.0,,,,,,,,,,
,,1.484,,,,,,1.984,,,,
,,,,1.116,,,,2.616,,,,
,,,,1.008,,,,,,2.708,,
,0.784,,,,,,,2.464,,,,
,,,,,,,2.16,3.28,,,,
2.288,2.308,,,,,,,,,,,
,,,,4.056,,1.416,,,,,,
,,,,,,,,,,1.852,1.932,
,,,,,,,,2.444,,0.904,,
,,1.484,,,,,,1.984,,,,
,,0.668,,,2.328,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,3.888,,1.668,,,,,,
,,,,,,0.348,,4.768,,,,
,,,2.464,1.664,,,,,,,,
,1.48,,,,,,,,,1.9,,
1.716,,,,,,,,,,,,1.736
,3.0,,,,,,3.0,,,,,
,,,,,,,,,2.784,0.564,,
,3.068,,0.968,,,,,,,,,
,,1.52,,,,,,,,1.8,,
,,,,3.992,,1.512,,,,,,
0.996,,,,,1.016,,,,,,,
,,0.772,,,,,,,,,,2.312
,,1.532,,,,,,,,1.812,,
,,,,,,0.336,,4.776,,,,
0.996,,,,,1.016,,,,,,,
,1.112,,,,,,,,,,1.072,
2.98,,,,,,,,,,2.98,,
,,1.484,,,,,,1.984,,,,
,3.0,3.0,,,,,,,,,,
,,,,,1.016,,,,,,,0.996
,,,,,,0.024,,,4.984,,,
,,,0.04,,4.84,,,,,,,
,,,,,,,2.988,,,3.008,,
,,,,,,0.288,,,,,4.808,
,,,,,,,2.616,,,,,3.256
,,,,,,2.616,,,,,,3.256
,,,,1.264,,,,2.544,,,,
,,,,,,2.988,,,,3.008,,
,,0.668,,,2.328,,,,,,,
2.684,,,,,,,,2.684,,,,
,,2.5,,1.64,,,,,,,,
,2.824,,,1.064,,,,,,,,
,,2.368,,1.768,,,,,,,,
,,,0.812,,,,,3.392,,,,
,,,,,,,,,,1.6,1.88,
,,,,,5.0,0.0,,,,,,
,,0.668,,,2.328,,,,,,,
,,,1.844,,,,,,,,2.084,
,,,,,,0.336,,4.776,,,,
,1.152,,,,,,,,,,,1.512
,1.856,,,,,,,1.096,,,,
2.116,,,,,,,,,2.116,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,2.616,,,,,3.256
,1.132,,,,,,,,1.472,,,
,,,,,,,1.668,,2.668,,,
,,,,,,,,,2.7,0.66,,
,,,,,,,,1.1,1.6,,,
,,,,,5.0,0.0,,,,,,
1.716,,,,,,,,,,,,1.736
,3.0,,,,,,3.0,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,1.148,,,1.288
2.98,,,,,,,,,,2.98,,
,,,,,1.032,,,,,,0.992,
,,,3.008,,,,2.988,,,,,
2.924,,,,,,,,,,2.924,,
,,0.796,,,,,,2.376,,,,
,,2.508,,1.688,,,,,,,,
,,,2.516,1.716,,,,,,,,
,,,1.844,,,,,,,,2.084,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,,1.612,1.872,
2.988,,,,,,,,2.988,,,,
,3.012,,,0.852,,,,,,,,
,,,,,,,1.708,,2.708,,,
,3.0,,,,,,3.0,,,,,
,,,,1.052,,,,,,,,2.832
,3.0,,,,,,3.0,,,,,
,,,1.844,,,,,,,,2.084,
,3.648,,,,,2.028,,,,,,
,2.788,,,0.988,,,,,,,,
,,,,,,,,,2.7,0.66,,
,,0.668,,,2.328,,,,,,,
,3.152,,,0.652,,,,,,,,
,,3.0,,,,,3.0,,,,,
1.956,,,,,,,,,,,,1.976
,,,,,,,,1.732,,,1.232,
,,,0.052,,,,,,,4.852,,
,,,,4.016,,1.476,,,,,,
,,0.9,,,,,,,2.24,,,
,,,,0.496,3.016,,,,,,,
,,0.668,,,2.328,,,,,,,
,,,0.052,,,,,,4.852,,,
,,,,,1.032,,0.992,,,,,
,,,,,,0.288,,,,,4.808,
,,,,,,,2.988,,,3.008,,
,,,,,,,2.988,3.008,,,,
,,,,,,3.0,3.0,,,,,
,,,,,1.064,,,0.984,,,,
,,0.664,,,2.344,,,,,,,
,4.784,,0.164,,,,,,,,,
,,,,,,,,,1.796,,1.656,
,1.372,1.732,,,,,,,,,,
,3.0,,3.0,,,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,0.624,,,,3.004,,,,
,,,,,,,,1.204,1.164,,,
,,,,,,,1.708,,2.708,,,
3.0,,,,,,,3.0,,,,,
,0.984,,,,1.064,,,,,,,
3.0,3.0,,,,,,,,,,,
,,0.736,,,,,,,2.736,,,
,,,,,,,2.4,3.4,,,,
,,4.828,0.088,,,,,,,,,
,,,,3.952,,1.572,,,,,,
,3.0,,,,,,3.0,,,,,
,,,0.216,,,,,4.676,,,,
,,,,,,,2.988,,,3.008,,
,,,,1.132,,,,,,2.712,,
,3.684,,0.664,,,,,,,,,
,,0.568,,,2.728,,,,,,,
,3.268,,,,,,,,,0.488,,
,,,,,,,,1.172,1.192,,,
,,,0.032,,4.872,,,,,,,
,,,,,,,1.592,,,,,2.832
,,,,,,,,,1.524,,1.904,
,,2.704,,1.124,,,,,,,,
,,,,,,,2.4,3.4,,,,
,,,,,1.032,,,,,,0.992,
,,,,,,1.536,,,,,,3.976
,0.984,,,,1.064,,,,,,,
,,,2.408,1.808,,,,,,,,
,,,0.032,,4.872,,,,,,,
1.956,,,,,,,,,,,,1.976
,,,,4.16,,1.26,,,,,,
1.956,,,,,,,,,,,,1.976
,,,,,,,,1.448,,,,1.188
3.0,3.0,,,,,,,,,,,
,,,,,,1.524,,,,,,3.984
,,3.0,,,,,,,,,3.0,
,,,,,1.064,,,,,,0.984,
,0.984,,,,1.064,,,,,,,
,,,,,,1.524,,,,,,3.984
,,1.824,,,,,,,,,1.784,
,,,,,,,,,,1.556,,2.036
,,,,,,,,,1.8,,1.46,
,3.684,,0.664,,,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,,,1.704,2.024
,0.984,,,,1.064,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,,1.652,,,,3.812,
2.996,,,,,,,,,,2.996,,
,,1.644,,,,,,,,,1.924,
,,,,,,,,,3.084,0.624,,
,,,0.204,,,,,,,,,4.644
,,,,,,,,2.628,,,,0.668
,,4.984,,,,0.024,,,,,,
,2.584,,,1.024,,,,,,,,
,,2.708,,,,,,,,1.028,,
,,4.764,0.164,,,,,,,,,
1.096,,1.116,,,,,,,,,,
,,,,,,3.0,,,,,,3.0
,,,,,,,,1.816,,,1.096,
,1.648,1.428,,,,,,,,,,
,2.62,,,0.96,,,,,,,,
,,,,0.5,3.0,,,,,,,
,,2.66,,1.32,,,,,,,,
,,,,,,0.012,,,,4.992,,
2.188,,2.188,,,,,,,,,,
2.048,,,,,,,,,2.068,,,
,,2.588,,,,,,,,,,0.828
,,,0.032,,4.872,,,,,,,
,,2.928,,0.708,,,,,,,,
,,,,1.74,,,,,,,2.62,
,,,,,,,2.4,3.4,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,1.22,1.24,,,
,,,,,1.048,,,,0.988,,,
,,,,,,,,,1.34,,,1.88
,,2.768,,,,,,,,,,0.648
,,,2.212,1.892,,,,,,,,
,,4.984,,,,0.024,,,,,,
,,,2.388,1.728,,,,,,,,
,,,,,,,2.4,3.4,,,,
,,,,,1.032,,0.992,,,,,
,,,0.204,,,,,,,,,4.644
,,4.352,0.352,,,,,,,,,
,,,,,,,,2.628,,,,0.668
,,2.732,,0.852,,,,,,,,
,,3.0,,,,,3.0,,,,,
,,,2.364,,,,1.424,,,,,
3.0,,3.0,,,,,,,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,,,,1.34,,,1.88
,,,0.216,,,,,4.676,,,,
,,1.104,,,,,,,,,1.044,
,,1.22,,,,,,,1.82,,,
2.996,,,,,,,,,,2.996,,
,1.264,,,,,,,1.604,,,,
2.996,,,,,,,,2.996,,,,
,,,,,1.032,,0.992,,,,,
2.232,,,,2.252,,,,,,,,
,,,,2.84,,,1.8,,,,,
,,,,,2.68,,,,,,,0.58
,,,,,,3.0,3.0,,,,,
,,,,,,,1.896,,,2.436,,
,,,,,,,,,1.736,,1.196,
,,,,3.148,,,1.868,,,,,
,,1.22,,,,,,,1.82,,,
0.996,,,,,1.016,,,,,,,
,,1.22,,,,,,,1.82,,,
,1.264,,,,,,,1.604,,,,
,,,,,,,1.892,,,2.412,,
,,1.348,,,,,,,,,1.168,
,1.668,,,,,,,,,,1.428,
,,,,,,,2.664,,,,3.224,
,3.68,,0.68,,,,,,,,,
,,,,,,,1.984,,3.064,,,
,,,,,,,,,1.34,,,1.88
,,,,,,,1.888,,,2.388,,
,,,,,,,,1.42,,,,1.36
,3.0,,,,,3.0,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,,,2.088,1.908
2.324,,,,,,,,,2.324,,,
,,3.02,,0.76,,,,,,,,
,,,,,,,2.4,3.4,,,,
2.996,,,,,,,,,,2.996,,
,,,,,,,1.948,,,,,3.208
,,,,,,,,,,0.552,,2.952
,,,,2.1,,,,,,,2.22,
2.996,,,,,,,,2.996,,,,
,,,,,,0.732,,,,,,4.512
,2.996,,,,,,,,,,2.996,
,2.752,,,,,,,,,0.772,,
,,,,,1.048,,,,0.988,,,
,,2.596,,1.176,,,,,,,,
,,2.548,,1.248,,,,,,,,
,3.0,3.0,,,,,,,,,,
,,,2.364,,,,1.424,,,,,
,,,2.32,1.94,,,,,,,,
,,,,,,,2.964,,3.004,,,
,,,,,,,,,,,2.092,1.932
,3.0,,,,,,,,,,3.0,
,,,,4.008,,1.488,,,,,,
,,,0.204,,,,,,,,,4.664
,,,,1.752,,,,,,,2.612,
3.0,3.0,,,,,,,,,,,
,,,2.5,1.42,,,,,,,,
,,,2.808,1.108,,,,,,,,
,,2.428,1.108,,,,,,,,,
,,,3.008,,,,,,,,2.988,
,,,,1.612,,,,,,,,2.552
,,,,1.268,,,,,,2.708,,
,,,,,,3.0,,,,,3.0,
,,,,,,,,,1.936,1.296,,
,,,,,,,,,,2.872,2.892,
,,2.428,1.108,,,,,,,,,
,2.992,,,,,,,,,,2.952,
,,2.428,1.108,,,,,,,,,
,,,,,,3.0,,,,,,3.0
,,,,4.032,,1.452,,,,,,
,,3.112,,0.592,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,1.256,,,,,,2.676,,
,3.0,,,,,,,,,,,3.0
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,1.676,,2.196
,2.82,,,0.96,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,2.168,,2.088,
,2.744,,0.764,,,,,,,,,
,,,,,,,,,,1.676,,2.196
3.0,,,,,,,3.0,,,,,
,,,,,5.0,0.0,,,,,,
,,,3.008,,,,2.988,,,,,
,2.876,,,0.816,,,,,,,,
,,,0.608,,,,,,2.888,,,
,,,,,1.016,,,0.996,,,,
,3.0,,,,,,3.0,,,,,
,,1.056,,,,,,,1.036,,,
,,,,,1.032,,,,,,,0.992
,,3.0,,,,,3.0,,,,,
,,,,,1.016,,,0.996,,,,
,2.976,,,,,,,,,0.536,,
,,,,,1.032,,,,,,,0.992
,,,3.008,,,2.988,,,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,1.992,,3.672,,,,
,,,,,,,1.992,3.672,,,,
3.0,3.0,,,,,,,,,,,
,,,,,1.032,,0.992,,,,,
,,2.636,,1.056,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,2.428,1.108,,,,,,,,,
,,,,,,,2.724,3.184,,,,
2.956,,,,,,,,,,2.956,,
,,2.552,,1.172,,,,,,,,
3.0,,,,,,,,,,,,3.0
,,,,1.736,,,,,,,2.516,
,3.0,,,,,,,,,,3.0,
,,,,,,,,,,,2.336,2.296
,,,,,3.016,,,,,0.496,,
,,2.936,,0.796,,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,,1.716,,,,2.276
,,,,1.676,,,,,,,2.536,
,2.78,,0.74,,,,,,,,,
,,,,,,,2.964,,3.004,,,
2.296,,,,2.296,,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,3.0,3.0,,,,,
,,1.132,,,,,,1.052,,,,
2.156,,,,2.176,,,,,,,,
,3.0,,,,,,,,,,3.0,
,,,,,,1.284,,,4.144,,,
,,,,,,,,2.236,,,1.956,
,,,,,1.032,,0.992,,,,,
,,2.428,1.108,,,,,,,,,
,,,,3.084,,,1.904,,,,,
3.0,,,,,,,,,,,3.0,
,,,,,,3.0,3.0,,,,,
,,,,,,3.0,,,,,3.0,
,,,,1.464,,,,,,,,2.404
2.992,,,,,,,,2.992,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,2.568,,,3.288,,
,,,,,,0.048,,,4.968,,,
,2.544,,0.904,,,,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,,1.684,,1.924
,,,,,,,1.924,,3.264,,,
,,,,1.168,,,,,2.688,,,
,,,,,,1.992,,3.672,,,,
,,,,1.684,,,,2.404,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,2.168,,,1.948,
,,,,,,,,2.236,,,1.956,
,,,,,,,3.0,,,,3.0,
,,,0.888,,,,,,2.608,,,
,,,0.648,,,,,,,2.768,,
,,,2.232,,,,,1.692,,,,
,,3.0,,,,,,,,,3.0,
,,1.8,,,,,,,1.56,,,
,3.0,3.0,,,,,,,,,,
2.188,,,,2.188,,,,,,,,
,2.564,,,1.024,,,,,,,,
3.0,,,,,,,3.0,,,,,
,,1.464,2.244,,,,,,,,,
,,,,1.544,,,,,,,2.644,
3.0,3.0,,,,,,,,,,,
,2.028,,,,,,,,,1.108,,
,3.0,,,,,,,,,,,3.0
,,,,,1.032,,,,,,,0.992
0.996,,,,,1.016,,,,,,,
3.0,,,,,,3.0,,,,,,
,2.204,,,,,,,1.524,,,,
3.0,,,,,,,,,,,3.0,
,,2.368,,,,,,,,1.708,,
,,,0.648,,,,,,,2.768,,
,,,,,2.024,,,,,0.744,,
,,,,1.752,,,,,,2.652,,
,,3.0,,,,,,,,,,3.0
,,,,0.984,,,,,2.684,,,
,3.0,,,,,,,,,,3.0,
2.284,,,,,,,,,2.284,,,
,,,,,,3.0,,,,,3.0,
,,,,,1.032,,,,,,,0.992
,,,,,,,,1.456,2.056,,,
,,,3.008,,,,2.988,,,,,
,2.24,,1.22,,,,,,,,,
2.236,,,,2.236,,,,,,,,
,,,,,,3.0,,,,,,3.0
,,,,0.448,3.208,,,,,,,
,3.0,3.0,,,,,,,,,,
2.996,,,,,,,,,,2.996,,
,,,2.66,,,,,,,,,1.86
,,3.0,,,,3.0,,,,,,
,,,,3.912,,1.632,,,,,,
,,3.472,,,,2.292,,,,,,
,,,,3.2,,,1.94,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,,,1.66,,,,2.3
,3.0,,,,,3.0,,,,,,
,,,,,,,,1.44,2.06,,,
,,,1.796,,,,,,,,1.976,
,,,,,,,,,,2.508,3.068,
3.0,,,,,,3.0,,,,,,
,,,,,,3.0,,,,,3.0,
,3.0,3.0,,,,,,,,,,
,,,,,,,2.128,,3.328,,,
,,,2.66,,,,,,,,,1.86
,,2.676,,1.416,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,5.0,0.0,,,,,,
,2.24,,1.22,,,,,,,,,
,,,,,,,,,1.708,,1.588,
2.24,,,2.24,,,,,,,,,
,,,,,,,2.0,3.66,,,,
,,,,0.464,3.144,,,,,,,
,,,,1.252,,,,,2.372,,,
,,,0.648,,,,,,,2.768,,
2.992,,,,,,,,2.992,,,,
,,,,0.56,2.76,,,,,,,
3.0,,,,,,,,,,,3.0,
,3.0,,,,,,,,,,,3.0
,,3.0,,,,,,,,,,3.0
,3.0,,,,,3.0,,,,,,
,,,,,,,,1.704,,2.084,,
,,,,,1.064,,,,,,0.984,
2.268,,,,,,,,,2.268,,,
,,,,0.52,2.92,,,,,,,
,,,3.008,,,,2.988,,,,,
,,1.836,,,,,,,1.536,,,
,3.0,3.0,,,,,,,,,,
,,,,,,,,,1.436,1.716,,
,,,,,,,,1.66,,,,2.3
,,,,,1.032,,,0.992,,,,
,,,1.796,,,,,,,,1.976,
,,,2.52,1.4,,,,,,,,
,3.0,,,,,,,,,,,3.0
3.0,3.0,,,,,,,,,,,
,,,,,,,2.38,,3.4,,,
,3.0,,,,,,,,,,3.0,
,2.028,,,,,,,,,1.108,,
,3.0,,,,,,,,,,,3.0
,,,0.556,,2.776,,,,,,,
,,,,0.436,3.256,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,,,,1.58,,,1.72
,,0.608,,,2.568,,,,,,,
2.956,,,,,,,,,2.956,,,
,,1.936,,,,,,,1.796,,,
,,,,4.064,,1.404,,,,,,
,,,,1.84,,,,2.46,,,,
,,,,,,3.0,,,,,3.0,
,,,3.0,,,,,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,,,3.912,,1.632,,,,,,
2.992,,,,,,,,2.992,,,,
,2.696,,,,,,,,,,2.716,
,,,,,1.032,,,0.992,,,,
,,0.608,,,2.568,,,,,,,
,,,3.0,,,,,,,,,3.0
,,,,,,,,1.732,,,1.872,
,,,,,,,3.0,,,,,3.0
,,,,3.944,,1.584,,,,,,
,,,,,,,,,,2.508,3.068,
,3.096,,,,,,2.856,,,,,
,,,,,,,,,,,3.0,3.0
,2.44,0.9,,,,,,,,,,
,,,,,,,,1.732,,,1.872,
,,,,,1.064,,,,,,0.984,
,,,,,,,,,,2.968,,3.008
,2.116,,,,,,1.356,,,,,
,1.792,,,,,,,,1.572,,,
,,,,1.32,,,,,2.58,,,
,3.068,,,0.748,,,,,,,,
,,,3.0,,,3.0,,,,,,
,1.664,,,,,,,,,,,1.704
,,,3.0,,,,3.0,,,,,
,,3.0,,,,,3.0,,,,,
,,,,,,3.0,3.0,,,,,
1.72,1.74,,,,,,,,,,,
,2.312,,,,,,,,,1.012,,
,,1.796,,,,,,1.916,,,,
,,,,,1.064,,,,,,0.984,
,,,,,,3.0,,,,,3.0,
1.72,1.74,,,,,,,,,,,
,,2.36,,,,,,,,1.76,,
0.996,,,,,1.016,,,,,,,
,,,,,1.064,,,,0.984,,,
,,,,,,,,,2.944,,,3.004
3.0,,,,,,,3.0,,,,,
,4.984,,,,,0.024,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,1.732,,,1.872,
3.0,,3.0,,,,,,,,,,
3.0,,3.0,,,,,,,,,,
3.0,,,,,,3.0,,,,,,
3.0,,,,,,,,,,,3.0,
,,,,,,2.988,,,,3.008,,
,,,,,1.064,,,,,,0.984,
,,,,,,,2.988,,,3.008,,
,,,3.0,,,,,,,,3.0,
,,1.936,,,,,,,1.796,,,
2.848,,2.868,,,,,,,,,,
,,,,1.736,,,,,,,2.416,
,,,2.576,,,,,,,,2.436,
,,,,,,2.988,,,,3.008,,
,,,,,,,,1.732,,,1.872,
,,,,1.384,,,,2.544,,,,
,,,3.004,,,,,,,2.984,,
,,,,,,,1.664,3.364,,,,
,,,0.964,,,,,,,2.864,,
,,2.36,,,,,,,,1.76,,
,,,,,,,,1.732,,,1.872,
3.0,,,,,,,,,,,,3.0
,,,,3.04,,,1.74,,,,,
,2.96,,,,,,,0.82,,,,
,1.792,,,,,,,,1.572,,,
,,,,1.508,,,,2.608,,,,
,,,1.732,,,,,,1.972,,,
,,,,,,,1.664,3.364,,,,
2.256,,,,2.276,,,,,,,,
,2.288,,1.068,,,,,,,,,
3.0,,,,,,,,,,,3.0,
,,,3.0,,,,,,,,,3.0
,,,,,1.032,,0.992,,,,,
,1.804,,,,,,,,,,1.664,
,,,2.292,,,,,1.292,,,,
,,,,,,0.0,,,5.0,,,
,,3.832,,,,1.752,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,1.664,3.364,,,,
,,0.608,,,2.568,,,,,,,
,,,,1.116,,,,2.616,,,,
,,,,,,,,0.788,,2.248,,
,,,,,,,2.988,,,,,3.008
,1.804,,,,,,,,,,1.724,
,,,3.0,,,,3.0,,,,,
2.64,,,,,,,,2.64,,,,
,,,,,5.0,0.0,,,,,,
,,,0.44,,3.24,,,,,,,
,,,2.564,1.264,,,,,,,,
,,,,,2.776,,,0.556,,,,
,,,,2.008,,,,,,,2.288,
,,,2.632,1.392,,,,,,,,
,4.984,,,,,0.024,,,,,,
2.216,,,,2.216,,,,,,,,
2.256,,,,2.276,,,,,,,,
,,3.0,,,,,,,,,3.0,
,,,,,1.032,,0.992,,,,,
3.0,,,,,,3.0,,,,,,
0.996,,,,,1.016,,,,,,,
,2.272,1.092,,,,,,,,,,
,,,2.456,,,,,,,1.296,,
,3.516,,,,,,,,,0.716,,
,2.392,,1.032,,,,,,,,,
,3.104,,,,,,,1.044,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,2.96,,,3.02,,
3.0,,,,,,,,,,,,3.0
,,,,,,,1.7,,3.2,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,1.98,1.4,,
2.272,,,,2.292,,,,,,,,
,,2.5,,,,,,1.36,,,,
0.996,,,,,1.016,,,,,,,
,,,4.968,,,0.048,,,,,,
,,,0.544,,2.824,,,,,,,
1.72,1.74,,,,,,,,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,,1.94,3.5,,,,
,,,1.132,,,,,,2.112,,,
3.0,,,,,,,3.0,,,,,
0.996,,,,,1.016,,,,,,,
,,,,0.904,,,,,,2.884,,
,,,,,,,2.988,,,3.008,,
,,1.972,,,,,,,,,,2.312
,4.984,,,,,0.024,,,,,,
,,,,,,,,,,,3.0,3.0
,,,,,,,,1.432,,,2.312,
,,,,,1.032,,,,,,,0.992
,,,0.576,,,,,,,,,2.816
,2.348,,,,,,,0.688,,,,
,,,,1.236,,,,,,2.656,,
,,,,,,,,1.076,,,,1.836
,,,,,,,,,,2.164,3.544,
2.992,,,,,,,,,,2.992,,
,,,1.924,,,,,,,,1.904,
,,,,,1.048,,,0.988,,,,
2.964,,,,,,,,2.964,,,,
,3.0,3.0,,,,,,,,,,
,,,,1.168,,,,,2.688,,,
,,,,,1.064,,,,,,,0.984
,,,,,,2.424,,3.384,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,2.988,,,3.008,,
,,,,,,3.0,,,,,3.0,
3.0,,,,,,,,,,,3.0,
0.996,,,,,1.016,,,,,,,
