s_0_score,s_10_score,s_11_score,s_12_score,s_13_score,s_14_score,s_15_score,s_16_score,s_17_score,s_18_score,s_19_score,s_1_score,s_20_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,1.644,,,,,,,,,,,2.164,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,,,,,,,,,,0.984,,,1.064,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,3.06,,,,,,,,,,,,,,,,,1.6,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
2.248,,,,,,,,,,,2.268,,,,,,,,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,,,,,0.988,,,,,,,1.048,,,,,,,
,,,,,,,,,,2.996,,,,,,,2.996,,,
,,,,,,,,,,,,3.008,,,2.988,,,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,,,,,,,2.988,,,,,,,3.008,
,,,,,2.996,,,,,,,,,,,,2.996,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,2.984,,,3.004,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,,,,,3.0,,,,,,,,3.0,,,,,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,3.0,,,3.0,,,,,,,,,,,,,
,,,0.984,,,,,,,,,,1.064,,,,,,,
,,,,,,,,,,,3.984,,,1.524,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,,,,,,,1.748,,,,,,,2.468,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.492,,,,,3.032,,,,,,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,3.028,,,,1.868,,,,,
,,,,,,,,3.264,,,,,,2.604,,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,,,4.248,,,,,,,,,,,,,,,0.488,,
,3.428,,,,,2.188,,,,,,,,,,,,,,
,,,,,,,,,0.504,,,,2.984,,,,,,,
,,,2.696,,,,,,1.796,,,,,,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,1.776,2.516,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,2.932,,,,,,,,,,2.912,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,2.996,,,,,,,,,,,,,,,2.996,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,,,,1.568,,,,,,,,,2.108,,
,,,,,,3.088,,,,,,,,2.868,,,,,,
,2.232,,,,,,,,,,,,,,,,3.092,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,,0.984,,,,,,,,,,1.064,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,2.988,,,,,,,,,,,,3.008,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,,,1.464,,,,,,,,,,,,2.364
,,3.0,3.0,,,,,,,,,,,,,,,,,
,1.112,,,,,,,,3.432,,,,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,3.984,,,1.524,,,,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,,,,3.0,3.0,,,,,,,,,,,,,
2.996,,,,,,,,,,,,2.996,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,,,,,,,,,,,,,1.248,1.288,,
,2.128,,,,,,,,3.148,,,,,,,,,,,
,,,,,,,,,,,,,,,2.216,,,3.336,,
,,,,,,,,,,,1.268,,,,,,,,,2.808
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,2.648,,,,,,,,1.508,,,,,,,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
2.872,,,,2.892,,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,2.988,,,3.008,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,2.62,,,,,,,,,1.22,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,,,3.08,,,,,,,,,,,2.88,,,,,,
,,,,,,,,,,,,,,,,,,1.54,,2.24
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,,,,,,1.3,,,,,,,,,,,1.88,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,1.632,,,,,,,,2.552,
,,,,,,,,,,,,,4.936,,,0.016,,,,
,,,,,,,,,,3.0,,,,,,,3.0,,,
,,,,,,,,,,,,2.988,,,,,3.008,,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
,,,,,,,,,,,,2.54,,,,,,,,2.84
,,,,,,3.0,,,,3.0,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,3.0,,,,,,3.0,,,,,,,,,,,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,,,,,,,,,,,,,,,,,1.944,,,1.964
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,,1.748,,,,,,,,1.368,,
,,,,,,,,,,,,1.204,,,,,,2.924,,
,,,,,,,,,,,2.464,2.104,,,,,,,,
,,,,,,,,,,,3.968,,,1.548,,,,,,
,,,,,,,,,,,0.452,,3.192,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,,,,,3.0
,,3.008,,,2.988,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,,,3.008,,,,,,,,,,2.988,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,3.0,,,,,,3.0,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,,,,3.0
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.936,,,0.016,,,,
,,,,,,,,,,,0.484,,3.064,,,,,,,
,,,,,,,,,,,,,4.936,,,0.016,,,,
,,,,,,,,,,,0.512,,2.952,,,,,,,
,2.476,,,,,,,2.296,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,,0.988,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
2.876,,,,2.896,,,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,2.96,,,,,,,,,,,,,,,,,,2.96,
,,,,,,,,,1.928,,,,,,,,,1.828,,
,,,,,2.696,,,2.356,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,3.0,,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,,,,3.0,
,,,,,,,3.0,,,,,,,,,,,,3.0,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,0.5,3.0,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,3.0,,3.0,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,3.0,,,,,3.0,,,,,,,,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.544,2.144,,
,,,,,2.988,,,,,,,,,,,,,,3.008,
,,,1.32,,,,,,,,,,,,,,,2.12,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,,,3.0,3.0,,,,,,,,,,,,,,,
,,,0.984,,,,,,,,,,1.064,,,,,,,
,3.0,,3.0,,,,,,,,,,,,,,,,,
,,,,,,,3.0,,,3.0,,,,,,,,,,
,,,,,0.988,,,,,,,,1.048,,,,,,,
,,,,2.964,,,,,2.984,,,,,,,,,,,
,,,,,,,,,,,4.064,,,1.404,,,,,,
,,,,,,,,,2.556,,1.636,,,,,,,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,2.58,,,,,1.56,,,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,2.468,,,1.608,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,2.028,1.888,,,,,,,,,,,,,,,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,,3.0,,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
,,,3.0,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,3.116,,,,1.796,,,,,
,,,,,,,,,,,,,1.032,,0.992,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,3.0,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.884,,,2.884,
,2.384,,,,,,,,,,1.944,,,,,,,,,
,,,,,,,,,2.096,,,,,,,,,1.876,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,1.328,,,2.208,,
,3.008,,,,,2.988,,,,,,,,,,,,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,,0.988,,,,,,,,,,1.048,,,,,,,
,,,,,,,,,,3.008,,,,,2.988,,,,,
,,,,3.0,,,3.0,,,,,,,,,,,,,
,,,,2.836,,,,,,,,,,,,,2.836,,,
,,,,,,,,,,,1.808,,,,,,,,2.408,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,,,1.688,,,,,,,,,,,,,,,2.508,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,3.008,,,,2.988,,,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,,,,,,,1.924,,,,,,1.824,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,,3.0,,,,3.0,,,,,,,,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,,3.0,,,,3.0,,,,,,,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
2.996,,,,,,2.996,,,,,,,,,,,,,,
,,,2.992,,2.992,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
,,,,,,,,2.968,,,,,,,,,2.968,,,
,,,,2.992,,,,,,2.992,,,,,,,,,,
,,2.184,,,,,,,,,,,,,,,,2.384,,
,,,,,,,,,,,3.968,,,1.548,,,,,,
,,,,,,,,3.012,,,,2.832,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,1.864,2.524,,,,,,,,
,,,,,0.996,,,,,,,,1.016,,,,,,,
,,,2.264,,,,,,,,,,,,,,,,,2.684
,,,,0.988,,,,,,,,,1.048,,,,,,,
,,,0.984,,,,,,,,,,1.064,,,,,,,
,,,,,,,,,,,,,1.0,,,,,1.0,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
0.996,,,,,,,,,,,,,,,,,,1.016,,
2.94,,,,2.94,,,,,,,,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,3.0,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,0.996,,,,,,,,,1.016,,
2.244,,,,,,,,,,,2.264,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,,,,,,,,,3.0,,,,,,3.0
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,3.0
,,,,,,,,,,,,,,,3.0,,,,,3.0
,,,,,,,,,,,,,,,,0.988,,2.908,,
,,,,,,,3.0,,,,,,,,3.0,,,,,
,,,,2.868,,,,2.888,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,,,,,,,3.0,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,1.032,,,,,,,0.992
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,,0.996,,,,,,1.016,,,,,,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,2.944,2.864,,,,,,,,,,,,,,,,,
,,,,,,,0.996,,,,,,1.016,,,,,,,
,,,3.78,,,,,,,,,,,,,1.14,,,,
,,,,,,,,,0.996,,,,1.016,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,2.956,,,,,,,,,,,,,,,,2.936,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,2.928,,,,,,,,,,3.048
,,,,,,,3.0,,,,,,,,,3.0,,,,
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
3.0,,,,,,,3.0,,,,,,,,,,,,,
,2.292,,,,,,,,,,,2.532,,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,3.0,,,3.0,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,3.0,,,,,,,,,,3.0,,,,,
3.0,,,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.016,,,2.976,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,2.556,,,3.296,,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,,,,,,,,,1.144,,,,,,,,,2.864
,,,,3.0,,,,,3.0,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,,,,3.0,,,3.0
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,,1.328,,,2.208,,
,,,,,,,,,,2.988,,,,,,,,,3.008,
,,,,,,,,3.0,,,,,,,3.0,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,1.32,,,,,,,,,,,,,,,2.18,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,,,2.792,,,,,,1.352,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,,,,0.988
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,3.0,,,,3.0,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,,,,,,,3.0,,,,,,,,3.0,,,,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,1.112,,,,0.972,,,
,3.0,,,,,3.0,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,1.048,,,,,,0.988,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,,,,,,3.0,3.0,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,1.0,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,0.996,,,,,,,,,1.016,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,0.508,,2.968,,,,,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,3.0,,,,,,,,2.98,,,,,,,,,,,
,,,,,,,,,,2.156,,,,,,,,1.316,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,,,,,,,,,,,,1.328,,,2.208,,
,,,,,,,0.996,,,,,,,,,,,1.016,,
,,,,,,,,,,,,,,,2.296,,,3.176,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,,,,,,3.192,,,,1.772,,,,,
,,,,,,,0.996,,,,,,,,,,,1.016,,
,,,,,,,,,,,1.472,,,,,2.532,,,,
,,,2.436,,,,,,,,1.756,,,,,,,,,
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,3.0,,,
,,,,,,,,,,1.584,,,,,,,,1.224,,
,,3.0,,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,3.0,,,,,,,3.0,
,,,,,,,,,,,,,1.032,,0.992,,,,,
,,,,,2.36,,,,,,,,,,,,,1.48,,
,,,,,,,,,,,,,1.112,,,,0.972,,,
,,,,,,,,,,,,,,,,2.984,3.004,,,
,,,,3.0,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,,,3.008,,,,,,,,,,2.988,,,,,
,,2.152,,,,,1.932,,,,,,,,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,2.972,,,,,,2.732,,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,3.0,,,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,,,,,3.0
,3.0,,,,,,,,,,,,,,,3.0,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,3.0
,3.0,,,,,,,,3.0,,,,,,,,,,,
,,,,2.7,,,,,,,1.3,,,,,,,,,
,,,,,,3.016,,,,,,,,,2.976,,,,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
,,,,,2.996,,,,,,,,,,,,2.996,,,
,,,,,,,,,,,,1.724,,,,,,1.964,,
,,3.0,,,,,,,,,,,,,,,,,,3.0
,,,2.692,,,,,,,,1.412,,,,,,,,,
,,0.996,,,,,,,,,,,,,,,,1.016,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1.292,,2.072
,,,,,,,,,,,,,,3.0,,,,,3.0,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2.896,,,,,2.896,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,3.0,,,,,,3.0,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,,2.672,1.452,,,,,,,,,
,,,,,,,,0.436,,,,,3.256,,,,,,,
,,,,,,,,,,,,,1.048,,,,,,0.988,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,,,,3.0,,,,,,,,,,,,,3.0,
,,,,,,,3.0,,,,,3.0,,,,,,,,
,,2.676,,,,,,,,,1.116,,,,,,,,,
,2.036,,,,,,,,,,,,,,,,,2.076,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,3.0,
2.192,,,,,,,,,,,2.192,,,,,,,,,
,,,,,,,,,,2.156,,,,,,,,1.316,,
,,,3.0,,,,3.0,,,,,,,,,,,,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,3.0,,,,,,,,,,,,,,3.0,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.008,,,,,,,2.988,
3.0,,,,,,,,3.0,,,,,,,,,,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,3.0,,,,,3.0,
,,,,3.008,,,,,,2.988,,,,,,,,,,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,,,3.008,,2.988,,,,,,,,,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,,2.304,2.564,,,,,,,,,,
,,,,,,,3.0,,,,,,,,,3.0,,,,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,1.0,,,,,1.0,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.112,,2.892,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,2.024,1.964,
,,,,,,,,,,,,,1.048,,,,,,0.988,
,,,,2.996,,2.996,,,,,,,,,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,,1.636,,,,,,,,,,,,,1.436,,
,,,,,,,,,,,1.428,2.608,,,,,,,,
,,,,,,,,,,2.624,1.684,,,,,,,,,
,,,,,,,,,2.996,,,,,,,,,,2.976,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,3.0,,,3.0,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,1.656,,,,,,,2.456,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,,,,,,,,,,2.752,,,,,,,,2.772
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
,,,,3.0,,,,,,,,,,,,,,,,3.0
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,2.336,,,,,,,,,,2.316,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,,,,,,,,0.996,,,,,,,,,1.016,,
,,,,,3.0,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,3.0,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,3.0,,,,,,3.0
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,,,,,,1.532,,,,,,,2.532,,
,,,,,,,,,,,,,,,2.072,,,2.952,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,3.0,,,,,
0.996,,,,,,,,,,,,,,,,,,1.016,,
,,,,,,,,,,,,,,,3.0,,,,,3.0
,,,,,,,,,,,,,,,,,,1.292,,2.072
,,,,,,,,,,,,3.0,,,,,3.0,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.92,,,0.02,,,,
2.96,,,2.96,,,,,,,,,,,,,,,,,
,,2.964,,,,,,2.284,,,,,,,,,,,,
,,,,2.536,,,,,,,1.556,,,,,,,,,
,,,,,,2.96,3.02,,,,,,,,,,,,,
,,,,,,,3.016,,,,,,,2.976,,,,,,
,,,,,,,,,,,1.576,2.496,,,,,,,,
,,,,,,,,,,,,,,2.52,,,,,,3.32
,,,,,,,,3.02,,,,,,,,2.96,,,,
,2.304,,,,,,,1.644,,,,,,,,,,,,
