s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,1.824,,,,,,,1.984,,
2.832,,,,,,,,,,,,2.832
,,,1.148,,,,,,1.188,,,
,,,,,,,1.572,3.932,,,,
,,,1.0,,1.0,,,,,,,
,1.816,1.496,,,,,,,,,,
,,,1.0,,1.0,,,,,,,
,,,,1.368,,,,,,,2.528,
,,0.224,,,,,,4.624,,,,
,,,2.088,,,,,1.848,,,,
,,,,,5.0,0.0,,,,,,
,,3.68,,,,1.98,,,,,,
,,1.448,,,,,,,,,2.148,
,,,,,1.032,,0.992,,,,,
,,,,,,0.012,,,,,4.992,
,,,,,,,,,,1.58,1.9,
,,,,,,,,1.792,,,1.852,
,,,1.0,,1.0,,,,,,,
,,0.516,,,2.936,,,,,,,
,,,,,1.08,,,,,,,0.98
,,,,1.496,,,,,2.416,,,
,,,,,,,2.988,,,3.008,,
,,,,,1.032,,,,,,0.992,
,,,,,,,2.988,,,,,3.008
,,,,,1.08,,,,,,,0.98
2.98,,,,,,,,,,,2.98,
,0.98,,,,1.08,,,,,,,
2.584,,,,,,,,,,2.604,,
,,,,,,,,1.7,,,,1.6
,,,,,,,,,,,1.876,1.816
,,1.768,,,,,,1.928,,,,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,3.0,,,
,1.904,,,,,,,,,,2.044,
,,,,,,,2.936,3.016,,,,
,,,1.0,,1.0,,,,,,,
,,,,,,,,,,4.5,0.3,
,3.504,,,,,2.244,,,,,,
1.052,1.072,,,,,,,,,,,
,,3.644,,,,,2.024,,,,,
,,,,,,,3.0,,3.0,,,
,,2.408,,1.528,,,,,,,,
,,,,,,3.0,,,3.0,,,
,,,,,,3.0,3.0,,,,,
,,,,1.404,,,,,,,,2.544
1.04,,,1.06,,,,,,,,,
,,0.52,,,2.92,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,4.872,,,,,,0.032,
,,,,,,,,1.536,1.696,,,
,2.572,,,1.432,,,,,,,,
,,,,,,,2.872,3.032,,,,
,,,3.436,,,,,,,,0.936,
,0.984,,,,1.064,,,,,,,
,,,,,,,2.988,,,,,3.008
,,,,,,,,1.42,,1.96,,
,,,,,,2.988,,,,3.008,,
,1.112,,,,,,,,,1.012,,
2.46,,,,,,,,,,,2.46,
,,1.76,1.92,,,,,,,,,
3.0,,,,,,,3.0,,,,,
,1.184,,,,,,,,,1.024,,
,,,,,1.032,,0.992,,,,,
,2.136,,,,,,,,,,,1.576
,2.136,,,,,,,,,,,1.576
1.052,1.072,,,,,,,,,,,
,,,3.008,,,2.988,,,,,,
,,,,,,,,1.42,,1.96,,
,,1.672,,,,,,,,,2.032,
,,,,,1.048,,,0.988,,,,
,,1.636,,,,,,,1.996,,,
,,,,,,,2.232,,,,3.052,
,1.872,2.032,,,,,,,,,,
,,,,,,,,,1.724,,,1.844
2.224,,,,2.244,,,,,,,,
,,1.792,,,,,,,,,1.372,
,,,0.996,,1.016,,,,,,,
2.152,,,,2.172,,,,,,,,
,,,,1.628,,,,,2.408,,,
,,0.5,,,3.0,,,,,,,
2.844,,2.844,,,,,,,,,,
,,0.872,2.232,,,,,,,,,
1.944,,,,,,,,,,,,1.964
,,,,,1.032,,0.992,,,,,
,,,,,,,2.936,3.016,,,,
,,,,1.364,,,,,,,,2.664
,,,,,1.032,,0.992,,,,,
,,,,,,,2.988,,3.008,,,
,1.284,,,,,,1.104,,,,,
,,,,,,0.0,,,,,5.0,
,,,,,,2.988,,,3.008,,,
,,,,,,0.048,,4.968,,,,
,1.108,,,,,,,1.028,,,,
,1.112,,,,,,,,,1.012,,
,,,,,,,2.988,,,3.008,,
2.256,,,,2.256,,,,,,,,
,,,,,1.064,,,,,0.984,,
,,,,,,,,,1.86,1.76,,
,,4.336,,,,0.996,,,,,,
,,,0.996,,1.016,,,,,,,
,1.08,,,,,,,1.02,,,,
,,,,,,2.244,,3.504,,,,
,,,,,,,2.504,,,,,3.044
,1.284,,,,,,1.104,,,,,
,,,1.724,,,,,,,1.644,,
,,,,,,,,,,,1.188,2.968
,,,,,,3.0,3.0,,,,,
,1.284,,,,,,1.104,,,,,
,,,,,,,2.232,,,,3.052,
,,,3.008,,,2.988,,,,,,
,,,,1.592,,,,,,2.572,,
,,,3.436,,,,,,,,0.936,
,1.156,,,,,,,,,,1.116,
,,,1.816,,,,,,,1.796,,
,,,,1.452,,,,,,,,2.692
,1.08,,,,,,,1.02,,,,
,1.08,,,,,,,1.02,,,,
,,1.348,,,,,,2.268,,,,
0.996,,,,,1.016,,,,,,,
,,1.948,,,,,,,,1.828,,
,1.156,,,,,,,,,,1.116,
,2.128,1.588,,,,,,,,,,
,,,,,1.064,,,,,0.984,,
,,,,,,,2.504,,,,,3.044
2.74,,,,,,,,2.76,,,,
,0.988,,,,1.048,,,,,,,
,,,,4.04,,1.44,,,,,,
,,,1.94,,,,,,1.8,,,
2.74,,,,,,,,2.76,,,,
,,,,,,,,,1.972,1.892,,
2.98,,,,,,,,,2.98,,,
,,,,,,,2.4,,,,3.4,
,2.512,,,1.732,,,,,,,,
,,,1.88,,,,,,,1.88,,
,,,,,,,,,1.556,,,2.056
,,,,0.5,3.0,,,,,,,
,,0.516,,,2.936,,,,,,,
,,,,1.52,,,,,,2.64,,
1.052,1.072,,,,,,,,,,,
,,,,,,,2.4,,,,3.4,
,,1.872,,,,,,,,,1.812,
,,,,,,,,2.212,1.412,,,
,,,,,1.048,,,,,0.988,,
,,,,,,,,2.088,,1.468,,
,,,1.0,,1.0,,,,,,,
,,,,,,,,2.088,,1.468,,
,,,,,,,,1.108,,,1.008,
,0.988,,,,1.048,,,,,,,
,1.164,,,,,,,,,,1.084,
,0.988,,,,1.048,,,,,,,
,,1.42,,,,,,,,2.26,,
,,0.516,,,2.936,,,,,,,
,,1.456,,,,,,1.956,,,,
,,1.456,,,,,,1.956,,,,
,,,,,1.048,,,,,,,0.988
,1.284,,,,,,1.104,,,,,
,,,,0.54,2.84,,,,,,,
,,,,,,,,1.108,,,1.008,
,1.316,,,,,,,,1.096,,,
,,3.672,,,,,1.992,,,,,
,,,,,1.048,,,,,0.988,,
,,,,,1.048,,,,0.988,,,
,,1.42,,,,,,,,2.26,,
3.0,,,,,,3.0,,,,,,
,,3.672,,,,1.992,,,,,,
,,,,,1.048,,,0.988,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,1.792,1.772,,
,,,3.008,,,,2.988,,,,,
,,,,,,,2.4,,,,3.4,
,,1.584,,,,,,,,,,1.684
,,1.584,,,,,,,,,,1.684
3.0,,,,,,,3.0,,,,,
,,,,4.0,,1.5,,,,,,
,,,,,,3.0,3.0,,,,,
,,0.516,,,2.936,,,,,,,
,,,,,,,,,,,1.712,1.852
0.996,,,,,1.016,,,,,,,
,,,,,,1.488,,,,,,4.008
,,,,,1.048,,,,0.988,,,
,,,,,,2.052,,,3.632,,,
,1.08,,,,,,,1.02,,,,
,3.504,,,,,2.244,,,,,,
3.0,,,,,,3.0,,,,,,
,,0.516,,,2.936,,,,,,,
,1.172,,,,,,,,,,1.112,
,1.284,,,,,,1.104,,,,,
,,1.456,,,,,,1.956,,,,
,3.512,,,,,2.232,,,,,,
,,,,,,,,1.228,1.128,,,
,,,,,1.048,,,,,0.988,,
,,,,,1.048,,,0.988,,,,
,,,,,,,,1.016,1.036,,,
,,,3.008,,,,2.988,,,,,
,,,,1.44,,,,,2.58,,,
,,,0.996,,1.016,,,,,,,
,,1.872,,,,,,,,,1.812,
,,,,,,,,1.016,1.036,,,
,,,2.212,,,,,,,1.672,,
,,,,,,,,,,1.596,,2.076
,,,,,1.032,,0.992,,,,,
,,,,,,,2.244,3.504,,,,
,,0.508,,,2.968,,,,,,,
2.9,,2.9,,,,,,,,,,
,,,,,1.064,,,,,0.984,,
,,,,,,,1.884,,,2.964,,
,,,,,,2.244,,3.504,,,,
,,,,,,,,1.028,1.048,,,
,,1.0,,,1.0,,,,,,,
,,,1.496,,,,,,,,,1.556
3.0,,,,,,3.0,,,,,,
,2.668,,,1.548,,,,,,,,
,,,,,1.048,,,,,0.988,,
,,1.0,,,1.0,,,,,,,
,,,,,1.048,,,0.988,,,,
,,,,,,1.62,,,,3.92,,
,,,,,5.0,0.0,,,,,,
,,,,,1.048,,,,,0.988,,
,,,,1.648,,,,,,,2.408,
,,,,1.528,,,,,,,2.428,
,,,2.408,1.748,,,,,,,,
,,2.816,,,,,,,2.836,,,
,,,,,1.032,,,,0.992,,,
,,,3.008,,,2.988,,,,,,
,,1.0,,,1.0,,,,,,,
,,1.548,,,,,,2.268,,,,
3.0,,,,,,,3.0,,,,,
,,,,3.188,,,1.988,,,,,
,1.284,,,,,,1.104,,,,,
,,,,,,,,,,,1.628,1.828
,,1.384,,,,,,2.004,,,,
2.868,,,,,,,,,,,2.868,
,,,,3.936,,1.596,,,,,,
,,,,,1.032,,0.992,,,,,
,,1.548,,,,,,2.268,,,,
,,,,,,,,,,,1.616,1.836
,0.988,,,,1.048,,,,,,,
,1.236,,1.156,,,,,,,,,
,,,,0.484,3.064,,,,,,,
,,,,4.104,,1.344,,,,,,
,,2.32,,,,,,,,1.8,,
,,,,4.064,,1.404,,,,,,
,,,,,,,,1.064,,,1.124,
,2.136,,,,,,,,,,,1.576
,,,,,1.032,,,,0.992,,,
,,,,3.136,,,1.836,,,,,
,,1.0,,,1.0,,,,,,,
,1.156,,,,,,,,,,1.116,
2.792,,2.792,,,,,,,,,,
,,,,,,2.244,,3.504,,,,
,,2.388,,1.928,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,1.048,,,,,,,0.988
,,,,1.516,,,,,,,,2.556
,1.236,,1.156,,,,,,,,,
,,,3.008,,,,2.988,,,,,
,1.284,,,,,,1.104,,,,,
,1.156,,,,,,,,,,1.116,
,,,,4.0,,1.5,,,,,,
,,,,,,,2.244,3.504,,,,
,,,,,,,1.812,3.792,,,,
,,,1.496,,,,,,,,,1.556
,,,,0.508,2.968,,,,,,,
,1.236,,1.156,,,,,,,,,
,,,,,1.032,,,,0.992,,,
,,,3.008,,,2.988,,,,,,
,,,,,1.032,,,0.992,,,,
2.792,,2.792,,,,,,,,,,
2.372,,,2.392,,,,,,,,,
,2.716,,,1.236,,,,,,,,
,2.136,,,,,,,,,,,1.576
,1.284,,,,,,1.104,,,,,
,,2.472,,1.632,,,,,,,,
,,,,,,,,,,1.396,2.216,
,1.304,1.064,,,,,,,,,,
,,3.928,,,,1.608,,,,,,
,,,,,,,3.0,,3.0,,,
1.944,,,,,,,,,,,,1.964
,,,,,1.032,,,,0.992,,,
,,,,,,,,,1.82,,,1.34
,,,,,,,2.244,3.504,,,,
,,1.904,,,,,,2.064,,,,
,1.284,,,,,,1.104,,,,,
,1.12,,,,,,,1.04,,,,
,2.604,,,,,,,,,1.184,,
2.012,,,,,,,,,,2.012,,
,,1.0,,,1.0,,,,,,,
,,,,0.5,3.0,,,,,,,
,,,,1.364,,,,,2.804,,,
,,,,,,,3.0,,3.0,,,
,0.988,,,,1.048,,,,,,,
2.14,,,,2.14,,,,,,,,
,,,1.496,,,,,,,,,1.556
,,,,,,,,1.184,,,,1.204
,,,2.476,1.656,,,,,,,,
,,,3.008,,,2.988,,,,,,
,,,1.52,,,,,,1.78,,,
,,,,,,,,,,,1.628,1.828
,,,1.52,,,,,,1.78,,,
,,,,,,,2.988,,,3.008,,
3.0,,,,,,,,,3.0,,,
,,,,,,,2.4,,,,3.4,
0.996,,,,,1.016,,,,,,,
,,,,3.248,,,1.928,,,,,
,,,,,,,2.4,,,,3.4,
,,,,1.612,,,,,,2.532,,
,,,,,,,2.4,,,,3.4,
,,,,,,,,,,1.792,,1.892
1.052,1.072,,,,,,,,,,,
,,0.98,,,1.08,,,,,,,
,,,,1.364,,,,,,,,2.624
,,,,,,,,1.084,,,,1.084
,,1.904,,,,,,2.064,,,,
,,,3.008,,,2.988,,,,,,
,1.568,,,,,,,1.168,,,,
,,,,1.784,,,,,,2.484,,
,,,,,,,,,,1.396,2.216,
,3.04,,,,,,2.24,,,,,
,,,,,1.048,,,,,,,0.988
,,,,1.044,,,,2.884,,,,
,,1.732,,,,,,,,,,1.932
,,1.0,,,1.0,,,,,,,
,,,,1.276,,,,,2.756,,,
,,,,3.96,,1.56,,,,,,
,1.908,1.528,,,,,,,,,,
,2.108,,,,,,,,,,1.628,
,,2.32,,,,,,,,1.8,,
1.712,1.732,,,,,,,,,,,
,,,,1.26,,,,,,,,2.66
,,4.336,,,,0.996,,,,,,
,,,1.268,,,,,,1.268,,,
,,,,,,,,,,1.396,2.216,
,,,,,,,,,,1.396,1.356,
1.712,1.732,,,,,,,,,,,
3.0,,,,,,,,,3.0,,,
,3.04,,,,,,2.24,,,,,
,,1.724,1.844,,,,,,,,,
,,,,4.112,,1.332,,,,,,
,,,,,,,,1.744,,,1.704,
,,1.732,,,,,,,,,,1.932
,,,1.668,,,,,,1.788,,,
,,,,1.3,,,,,,,,2.6
,,2.168,,,,,,,,,2.188,
,,,,2.992,,,1.852,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,1.992,,,,3.672,
,,,,,1.032,,,,,,,0.992
,,3.652,,,,,2.012,,,,,
,0.976,,,,1.096,,,,,,,
,,,,,,,,,,1.396,1.356,
1.92,,1.94,,,,,,,,,,
,1.924,1.784,,,,,,,,,,
,2.324,,,1.664,,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,,1.8,1.78,
3.0,,,,,,,3.0,,,,,
,,3.68,,,,1.98,,,,,,
,3.0,,,,,3.0,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,,,1.712,1.792
,,,,,,0.072,,4.952,,,,
,,,3.008,,,,2.988,,,,,
,,,,,,,,1.744,,,1.704,
,,,,,5.0,0.0,,,,,,
,,,3.008,,,2.988,,,,,,
,,,,,,,,,1.616,1.656,,
,,,,,,,3.0,,3.0,,,
2.884,,,,,,,,,,,2.884,
,,,3.008,,,,2.988,,,,,
,2.788,,,1.288,,,,,,,,
,1.72,,,,,,,,,,,1.84
,,1.56,,,,,,,2.1,,,
,,1.848,,,,,,,,,2.028,
,2.78,,,1.3,,,,,,,,
,,,,,,,,1.94,,1.82,,
,,,,,,,,,1.8,,,1.5
,,,,,,3.0,,,3.0,,,
,,,,,,,1.668,3.328,,,,
,,,1.496,,,,,,,1.996,,
,,,1.668,,,,,,1.788,,,
,,,0.992,,1.032,,,,,,,
,4.976,,,,,0.036,,,,,,
2.44,,,,,,,,,,,,2.46
3.0,,,,,,3.0,,,,,,
,2.256,1.876,,,,,,,,,,
,,,,1.344,,,,,,,,2.744
,,,,,,3.0,3.0,,,,,
0.996,,,,,1.016,,,,,,,
,,1.776,,,,,,,,,,2.136
,,,,1.556,,,,,,,,2.456
,,,,,,,,1.764,,,,1.804
1.416,1.436,,,,,,,,,,,
,,2.516,,1.696,,,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,,,1.932,,,1.552
,,,,3.124,,,1.924,,,,,
2.244,,,,,,,,2.264,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,,1.8,,,1.5
,,,,,,,,,,,2.144,1.684
,,,,,,,,,1.8,,,1.5
,,,,,,,,,,1.992,1.752,
,,,,,,,,1.748,,2.228,,
,,,,,,,1.668,3.328,,,,
2.44,,,,,,,,,,,,2.46
,,3.68,,,,1.98,,,,,,
,,2.276,,2.176,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,0.012,,,,,,4.992
,,,,,,3.0,,,3.0,,,
,,,,1.572,,,,,,,,2.452
,,,,,1.048,,,,,0.988,,
3.0,,,,,,3.0,,,,,,
,,3.696,,,,1.956,,,,,,
,,1.364,,,,,,,,2.384,,
,,3.68,,,,1.98,,,,,,
,,3.68,,,,1.98,,,,,,
,,,,,,,1.524,,3.964,,,
2.972,,,,,,,,,,2.972,,
,1.004,,,,,,,1.164,,,,
,,1.064,,,,,,,,,,1.764
,1.964,1.824,,,,,,,,,,
,,,,,,0.0,,,,,,5.0
,,,,1.328,,,,,2.628,,,
,1.58,,1.9,,,,,,,,,
,,,,,,,,1.556,1.816,,,
,1.164,,1.104,,,,,,,,,
2.156,,,2.156,,,,,,,,,
,,,,,,,,,,,2.144,1.684
,,1.064,,,,,,,,,,1.764
3.0,,,,,,3.0,,,,,,
,,,,,,,2.964,,,3.024,,
,0.976,,,,1.096,,,,,,,
,,,2.184,,,,,,,1.744,,
,,,2.184,,,,,,,1.744,,
,,,1.676,,,,,,1.956,,,
,2.048,1.968,,,,,,,,,,
,,,,,,1.512,,3.992,,,,
2.156,,,2.156,,,,,,,,,
,,,,,1.032,,,,0.992,,,
,,,1.36,,,,,1.72,,,,
,1.928,,,,,,,,,,1.808,
,,,1.292,,,,,1.532,,,,
3.0,,,,,,3.0,,,,,,
,1.512,,1.632,,,,,,,,,
,,,2.18,,,,,,,1.8,,
,,,,,1.032,,0.992,,,,,
,,,,,,,2.252,,,3.292,,
,,,,1.38,,,,,2.68,,,
,,,,,,,1.512,3.992,,,,
,,,1.296,,,,,,,1.296,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,1.912,,,1.652
,,,3.084,,,,2.324,,,,,
2.26,,,,2.28,,,,,,,,
,,,,,,,,1.92,,,1.76,
,,1.064,,,,,,,,,,1.764
,,,,,,2.988,,,,3.008,,
,,,,,,,,1.632,,,,2.232
,2.5,,,1.56,,,,,,,,
2.428,,2.448,,,,,,,,,,
,,,,,,,,,,1.888,1.868,
,,,,,,2.988,,,,3.008,,
,,,,,,,2.964,,,3.024,,
,,2.544,,1.564,,,,,,,,
,,,,,,,,,,,2.144,1.684
,,,,1.584,,,,,2.464,,,
,3.68,,,,,1.98,,,,,,
,,,,,,,2.988,,,3.008,,
,3.36,,,,,,2.28,,,,,
3.0,,,,,,3.0,,,,,,
3.0,,,,,,3.0,,,,,,
,1.412,,,,,,,,,1.372,,
2.156,,,2.156,,,,,,,,,
,2.048,1.968,,,,,,,,,,
,,,1.292,,,,,1.532,,,,
,,2.564,,1.744,,,,,,,,
,,,1.216,,,,,,,,1.316,
,2.404,,,1.584,,,,,,,,
2.8,,,,,,,,2.8,,,,
,1.088,,,,,,,1.148,,,,
,,,,,1.032,,0.992,,,,,
,1.668,,,,,,,,,1.988,,
,,1.064,,,,,,,,,,1.764
2.44,,,,,,,,,,,,2.46
,,,,1.608,,,,,,,,2.348
,,,,1.5,,,,,,,2.56,
,,,,,1.032,,,,,,0.992,
,,1.756,,,,,,2.096,,,,
,,,,,,,,,,1.492,,1.492
,1.86,,1.96,,,,,,,,,
,,1.848,2.028,,,,,,,,,
,1.912,,,,,,,,,,1.692,
,,,5.0,,,0.0,,,,,,
,,1.76,,,,,,,,,1.9,
,,,,1.176,,,,,,,2.636,
,,,,,,0.756,,,4.496,,,
1.8,1.82,,,,,,,,,,,
,,,1.216,,,,,,,,1.316,
3.0,,,,,,,3.0,,,,,
,1.132,,,,,,,,,1.832,,
2.884,,,,,,,,,,,2.884,
,2.46,0.96,,,,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,0.012,,4.992,,,,
,,,,1.348,,,,,,2.688,,
,,,,1.3,,,,,2.5,,,
,,,,1.284,,,,,2.804,,,
,,,,,,1.824,,,,,3.784,
,2.74,,,,,,1.74,,,,,
2.38,,,,,,,,,,,,2.4
,,1.064,,,,,,,,,,1.764
2.428,,2.448,,,,,,,,,,
,,1.064,,,,,,,,,,1.764
,,,,,,,,,,1.912,1.832,
,,,,,,,,,1.484,,1.404,
,,,3.072,,,,2.352,,,,,
,,,,,,,,,,1.888,1.868,
,,,,,,,,1.228,,1.348,,
,1.912,,,,,,,,,,1.692,
,,1.736,,,,,,,,2.216,,
,,,,,,,2.0,,,,3.66,
,,,,,,,1.992,,,,3.672,
,,,,1.384,,,,,,2.724,,
,,,,,,3.0,,,3.0,,,
,,3.284,,,,,2.564,,,,,
,,,,,1.032,,,,,0.992,,
,,,,,,,,,1.392,1.352,,
,,1.756,,,,,,2.096,,,,
,,,,,,0.012,,4.992,,,,
,,,,,,3.0,,,3.0,,,
,,,2.104,,,,,,,,2.204,
,,,2.412,1.572,,,,,,,,
,,,1.296,,,,,,,1.296,,
,,,,,1.016,,,,0.996,,,
,,,,,,,,,1.484,,1.404,
,,,,1.264,,,,,,,,2.744
3.0,,,,,,3.0,,,,,,
,,,,1.912,,,,,,,2.432,
,,,,,5.0,0.0,,,,,,
,,0.9,,,1.4,,,,,,,
,,,,1.38,,,,,,2.58,,
,,,,,,,,,1.896,,,1.796
,,0.528,,,,,,,,3.288,,
,,,,,,,,1.376,,,,1.476
,,,,,,,,,,1.488,,1.508
2.988,,,,,,,,2.988,,,,
1.58,,,,,,,,,,1.6,,
,,,2.368,,,,,2.368,,,,
,,0.76,,,,,,,3.16,,,
2.336,,,2.336,,,,,,,,,
2.156,,,2.156,,,,,,,,,
,0.98,,,,1.08,,,,,,,
,,,,,,,,,1.484,,1.404,
,,,,,1.032,,,,,,0.992,
,,,,3.832,,1.752,,,,,,
,0.984,,,,1.064,,,,,,,
,,,3.072,,,,2.352,,,,,
,,,,,,,,1.668,,,1.788,
,,,,1.364,,,,,,2.624,,
,,,,,,,,1.376,,,,1.476
0.996,,,,,1.016,,,,,,,
1.58,,,,,,,,,,1.6,,
2.288,,2.288,,,,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,1.484,,1.404,
,2.96,,,1.12,,,,,,,,
,,0.76,,,,,,,3.16,,,
,,,,,,,2.988,,,3.008,,
,,2.492,,1.732,,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,1.552,,,,,2.512,,,
,,,,1.368,,,,,,2.868,,
2.44,,,,,,,,,,,,2.46
2.172,,,,2.192,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,2.988,,3.008,,,
,,,,,1.032,,0.992,,,,,
,,4.336,,,,0.996,,,,,,
,,4.336,,,,0.996,,,,,,
,,,,,,,,,,1.488,,1.508
,,,,,,,,,1.16,1.32,,
,,,,,,,,,,,2.144,1.684
,,,,,,,,,1.16,1.32,,
,,,,1.748,,,,2.468,,,,
,,,3.072,,,,2.352,,,,,
,,,,1.176,,,,,2.636,,,
,,2.412,,1.692,,,,,,,,
,1.132,,,,,,,,,1.832,,
,,2.476,2.476,,,,,,,,,
,1.776,,,,,,,,2.076,,,
,,,,,,,,,1.484,,1.404,
,4.12,,,,,1.32,,,,,,
,,,,,,,,,,1.888,1.868,
,,1.696,,,,,,,2.276,,,
2.156,,,2.156,,,,,,,,,
,2.768,,,1.308,,,,,,,,
,,1.696,,,,,,,2.276,,,
,,,,,,,,,,1.888,1.868,
,,2.556,,1.836,,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,,,,,1.332,,1.572,,
,2.948,0.948,,,,,,,,,,
,,,,1.86,,,,2.28,,,,
1.696,,,,,,,,,,1.696,,
,,1.52,,,,,,,,,,2.3
,,,1.216,,,,,,,,1.316,
,,,,1.436,,,,,,,,2.756
,,,,,,0.0,,,,,,5.0
,,,1.296,,,,,,,1.296,,
,,0.54,,,,,,3.12,,,,
,,2.476,2.476,,,,,,,,,
1.58,,,,,,,,,,1.6,,
,,,,,1.032,,,,,0.992,,
,,,,,,,,,,1.728,,1.728
1.62,,,1.64,,,,,,,,,
,,,2.18,,,,,,1.84,,,
,1.712,,,,,,,1.392,,,,
,1.016,,,,,,,1.036,,,,
,1.752,,,,,,,,2.132,,,
,,,,,,,1.612,,,2.632,,
,,0.52,,,2.92,,,,,,,
,,,2.18,,,,,,1.84,,,
0.996,,,,,1.016,,,,,,,
,,,,4.04,,1.44,,,,,,
,,1.984,,,,,,,,,1.764,
,,2.536,,1.636,,,,,,,,
,1.592,,1.812,,,,,,,,,
2.224,,,,2.244,,,,,,,,
0.996,,,,,1.016,,,,,,,
,1.784,,2.024,,,,,,,,,
,,,,,,,,1.376,,,,1.476
,,,,1.296,,,,,2.656,,,
,,,,3.212,,,1.852,,,,,
,,,,0.46,3.16,,,,,,,
,,,,,,0.012,,4.992,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,1.888,,1.608
,,2.408,,1.808,,,,,,,,
,,,,,,,,,,,1.572,1.712
,,4.336,,,,0.996,,,,,,
,,4.336,,,,0.996,,,,,,
,,,,,,,,1.692,,,,1.732
,1.684,2.124,,,,,,,,,,
,1.996,,,,,,,,,1.776,,
,2.74,,,,,,1.74,,,,,
,,,,,,,2.252,3.492,,,,
,,,,,,,2.24,3.5,,,,
,,1.984,,,,,,,,,1.764,
,,1.436,,,,,,,2.216,,,
,,,,1.696,,,,,2.496,,,
,,,,,5.0,0.0,,,,,,
1.76,1.76,,,,,,,,,,,
,,,,,,,2.988,,,3.008,,
,,,,,,,,1.108,,,,1.088
,,1.772,2.112,,,,,,,,,
,,,,,,,2.988,,,3.008,,
2.876,,2.876,,,,,,,,,,
,,,3.008,,,,2.988,,,,,
,,,,,,0.12,,,,,,4.92
0.996,,,,,1.016,,,,,,,
,,,,,1.08,,,,,,,0.98
0.996,,,,,1.016,,,,,,,
,,,,,1.016,,,,0.996,,,
,,,,,1.096,,,,,0.976,,
,,,,,,0.12,,,,,,4.92
,1.476,,,,,,,2.056,,,,
,4.12,,,,,1.32,,,,,,
2.248,,,,2.268,,,,,,,,
,,,,,1.08,,,,,,,0.98
,,,,,,,,,,,1.572,1.712
,,0.52,,,2.92,,,,,,,
2.86,,,,,,,,,,2.86,,
2.876,,2.876,,,,,,,,,,
,,,,,,,,1.228,1.188,,,
,,,,,1.016,,,,0.996,,,
,,,,4.0,,1.5,,,,,,
,,,,,,,,,,1.488,,2.068
,,,,,,,,,,1.732,,1.732
2.996,,,,,,,,,,,,2.996
,,1.984,,,,,,,,,1.764,
,,,,1.3,,,,,2.74,,,
,,,,,,,,1.596,,1.136,,
,,1.984,,,,,,,,,1.764,
,,,,,,,,,,,1.852,1.812
,1.588,,1.828,,,,,,,,,
,,,0.984,,1.064,,,,,,,
,,,2.508,1.468,,,,,,,,
,,,,,,,,1.352,,,,1.212
,,,,,1.016,,,,,,,0.996
,,,,3.016,,,1.836,,,,,
3.0,,,,,,,3.0,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,,,2.024,,1.724,
,,2.456,,1.636,,,,,,,,
,,,,,,,,2.16,,1.36,,
,,,,,1.032,,0.992,,,,,
,,,,,1.032,,,,,,0.992,
,1.628,,,,,,,,1.948,,,
,1.912,,,,,,,,,,1.692,
,0.984,,,,1.064,,,,,,,
,,,,,,,,,1.916,,,1.736
,,4.336,,,,0.996,,,,,,
,,,,,,,2.484,,,,,3.144
,2.74,,,,,,1.74,,,,,
,,,,,,2.976,,,,3.016,,
,,1.584,,,,,,,,,,2.144
,,,,,,2.976,,,,3.016,,
,,,,,,2.976,,,,3.016,,
2.98,,,,,,,,2.98,,,,
,,,,1.448,,,,2.608,,,,
,,,,3.984,,1.524,,,,,,
,,,,1.312,,,,,2.572,,,
1.62,,,1.64,,,,,,,,,
,,,,1.652,,,,2.472,,,,
,,,,,,,1.752,,,,,2.752
,,1.616,,,,,,2.276,,,,
,,1.916,,,,,,,,,2.276,
,,,1.64,,,,,,2.02,,,
,,,2.524,1.444,,,,,,,,
,,3.672,,,,1.992,,,,,,
,,,,4.016,,1.476,,,,,,
,1.884,,,,,,,,,1.804,,
,,,,,,,1.752,,,,,2.752
,,0.516,,,2.936,,,,,,,
,,1.444,,,,,,,,,,2.524
,,3.68,,,,1.98,,,,,,
,,1.424,,,,,,,,,,2.484
,,,,,1.048,,,0.988,,,,
1.628,,,,,,,,,,,,1.628
,,,,,1.016,,,,,,,0.996
1.616,,,,,,,,,1.636,,,
