s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,,,2.656,0.736,,,
,,,,1.62,,,,,,,,2.4
,,,1.088,,,,1.008,,,,,
,,,,,,0.012,,,,4.992,,
,,,,,1.032,,0.992,,,,,
,,,0.992,,1.032,,,,,,,
,,,,,1.064,,,,,,0.984,
1.596,,,1.616,,,,,,,,,
,,1.572,,,,,,,,,2.172,
,0.98,,,,1.08,,,,,,,
,,0.508,,,2.968,,,,,,,
,,,,,,,,,,,1.86,1.88
,,,,,,,2.064,,,,3.404,
,,1.052,2.472,,,,,,,,,
,1.82,,,,,,,,,1.58,,
,2.092,,,,,,,,,,1.772,
,,,1.144,,,,,2.644,,,,
,,,,,,0.012,,4.992,,,,
,,,,,,,,0.644,,3.844,,
,,,,,,0.012,,4.992,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,1.548,1.948,,
,3.336,,,,,,2.216,,,,,
,,,,,,,,1.888,,,1.868,
2.308,,,,2.308,,,,,,,,
,,0.504,,,2.984,,,,,,,
,,,,,,3.0,3.0,,,,,
2.336,,,,2.336,,,,,,,,
,,,,,,0.0,,,,5.0,,
,,,,,,,,,2.104,,,1.584
2.468,2.468,,,,,,,,,,,
,,,,,,0.0,,,,5.0,,
,,,,1.572,,,,,,,2.672,
,2.092,,,,,,,,,,1.772,
,,,,,,1.512,,,3.992,,,
1.596,,,1.616,,,,,,,,,
,1.536,,,,,,,,,1.936,,
,,1.336,2.256,,,,,,,,,
,,1.864,,,,,,,1.844,,,
0.996,,,,,1.016,,,,,,,
,,,,,2.52,,,,0.62,,,
,,,1.756,,,,,,,,1.576,
,,,,1.588,,,,,,,,2.328
,,,,,,,,1.872,,,1.852,
,,,,,,1.512,,,3.992,,,
,3.388,,,,,,2.228,,,,,
,,,,,,,,,2.208,,,1.548
,,0.504,,,2.984,,,,,,,
,,1.616,,,,,,2.136,,,,
,,,,,,,,,,,1.852,1.872
,,,0.992,,1.032,,,,,,,
,2.012,1.912,,,,,,,,,,
,,1.88,,,,,,,,,,1.74
,3.388,,,,,,2.228,,,,,
,,,,,,0.0,,,,5.0,,
,,0.032,,,4.872,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,,,1.86,1.88
,,,,,,,2.988,,,,,3.008
,,,,,,0.0,,,,5.0,,
,,,,,,,,1.792,,,,1.792
,,,,,,,2.988,,,,,3.008
,,,,,,3.0,3.0,,,,,
1.752,,,,,,,,,,,1.752,
,,0.996,,,,,,,3.256,,,
,,,2.768,1.308,,,,,,,,
,,,1.892,,,,,,1.972,,,
,1.744,,,,,,,,,2.084,,
,,,,1.76,,,,,,2.48,,
,,,,1.584,,,,,2.644,,,
,,,1.892,,,,,,1.972,,,
2.744,,,,,,,,2.744,,,,
,,,,,,,,1.272,,2.312,,
,,,1.208,,,,,,1.308,,,
,,1.68,,,,,,1.78,,,,
1.732,,1.752,,,,,,,,,,
,,,,3.032,,,1.832,,,,,
,,,,,,,1.6,,,2.74,,
,,2.592,,1.652,,,,,,,,
,,,,,1.064,,,,,0.984,,
,,,,,,2.988,,,,,,3.008
,,3.008,,,,,2.988,,,,,
3.0,,,,,,,3.0,,,,,
,,,1.724,,,,,1.624,,,,
,,,,1.532,,,,,,,2.612,
,,,,,1.016,,,0.996,,,,
,,,3.008,,,,2.988,,,,,
,2.012,1.912,,,,,,,,,,
,2.736,,,1.516,,,,,,,,
2.344,,,,2.344,,,,,,,,
,,,,,,,2.052,,,,3.392,
,2.784,,,1.404,,,,,,,,
,1.668,,,,,,,,,,1.948,
,,1.856,,,,,,,,1.436,,
,,2.52,,1.48,,,,,,,,
,3.252,,,,,,1.792,,,,,
,,,,3.032,,,1.832,,,,,
,,1.68,,,,,,1.78,,,,
,0.016,,,,4.936,,,,,,,
,,,,,,,,,,,1.928,1.868
,4.336,,,,,0.996,,,,,,
,,,,,1.016,,,,,,,0.996
,,,,,,,2.988,,,,,3.008
,,,,,,,,1.792,,,,1.792
,,1.896,,,,,,,,1.416,,
,,1.856,,,,,,,,1.436,,
,,1.68,,,,,,1.78,,,,
,,2.996,,1.476,,,,,,,,
,,2.448,,,,,,,,,,1.988
2.02,,,,,,,,,2.02,,,
,,,,1.676,,,,,,,2.596,
,2.24,,,,,,,,,,,1.18
,2.196,1.676,,,,,,,,,,
,,2.568,,1.448,,,,,,,,
,,,1.98,,,,,,,,,1.44
,,,,,1.08,,,,0.98,,,
,,,,,,,,,1.868,2.008,,
,,,,,,,,,1.96,1.84,,
,,,,,,,,1.584,,2.164,,
,,,,,,3.0,3.0,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,1.0,,,,,,,1.0
2.9,,,,,,,,,,,,2.9
,,,0.992,,1.032,,,,,,,
,1.656,,,,,,,,,1.856,,
,,,,,,,,,,,1.86,1.88
,,3.056,,,,,2.296,,,,,
,,,,,,,,1.656,2.136,,,
,,,,,,0.012,,4.992,,,,
,,3.056,,,,,2.296,,,,,
,,,,,,,,,,2.524,,1.384
,,,,0.5,3.0,,,,,,,
,,,3.008,,,2.988,,,,,,
,,,,,,0.084,,,,,4.944,
,,,,3.076,,,1.896,,,,,
,,1.736,,,,,,,,1.936,,
1.996,,,,,,,,,,1.996,,
,,4.992,,,,0.012,,,,,,
,,1.084,,,,,,2.604,,,,
2.9,,,,,,,,,,,,2.9
,,,,1.792,,,,,2.572,,,
,,0.432,,,3.272,,,,,,,
,,,,,,,2.064,,,,3.404,
,,,,,,,,,0.992,,1.032,
,,,,,,,,1.656,2.136,,,
,,,0.992,,1.032,,,,,,,
,,,,,,,1.48,2.58,,,,
,,,1.616,,,,,,1.956,,,
,,,,4.008,,1.488,,,,,,
,,,,,,,,,1.196,,,1.476
,,1.084,,,,,,2.604,,,,
,,,,,,,,,,1.744,1.784,
,,4.992,,,,0.012,,,,,,
,,,1.964,,,,,,,1.924,,
,,,,,,,2.988,,,,,3.008
,,,,,,,1.78,,,3.46,,
,,,,,,,,,,1.744,1.784,
,,,1.964,,,,,,,1.924,,
2.32,,,,,,,,,2.32,,,
,,1.52,1.9,,,,,,,,,
,0.264,,,,,,,,4.464,,,
,,,,3.912,,1.632,,,,,,
2.456,,2.456,,,,,,,,,,
,,,,,,,,1.096,3.136,,,
,,,,,,,,2.104,1.204,,,
,,,1.832,,,,,,,1.952,,
,,,,,1.064,,,,,0.984,,
,,,,,,,2.064,,,,3.404,
,,,,,,,1.572,,3.932,,,
,,,2.5,1.42,,,,,,,,
,0.988,,,,1.048,,,,,,,
,,,,,,,,1.752,,,1.512,
,0.98,,,,1.08,,,,,,,
,,,1.68,,,,,1.38,,,,
,,,,,,,,,1.752,1.532,,
,,,,,,,,,1.752,1.532,,
,,,1.8,,,,,,,,1.76,
,,,,,5.0,0.0,,,,,,
,,,,,,,,,0.992,,1.032,
,,2.164,,1.884,,,,,,,,
,,,,1.436,,,,,,2.516,,
,,4.992,,,,0.012,,,,,,
,,,,,1.032,,0.992,,,,,
,1.9,,1.52,,,,,,,,,
,,1.956,,,,,,,,,,1.756
,0.984,,,,1.064,,,,,,,
,2.596,,,1.456,,,,,,,,
,,,,,,,2.064,,,,3.404,
1.66,,,1.66,,,,,,,,,
,,,5.0,,,0.0,,,,,,
,1.484,,,,,,,,1.524,,,
,0.984,,,,1.064,,,,,,,
,,,1.68,,,,,1.38,,,,
,,,,,,,,,1.752,1.532,,
,,,,,1.032,,,,,,0.992,
,,,,0.436,3.256,,,,,,,
,,,1.588,,,,,1.588,,,,
,,,,,,0.0,,,,5.0,,
,,,,,5.0,0.0,,,,,,
,,1.276,,,,,,,,2.576,,
,,,,1.504,,,,,,,2.764,
2.98,,,,,,,,,,,,2.98
,0.988,,,,1.048,,,,,,,
,,,,,,,,,,1.604,1.424,
,,,,,,,1.572,,3.932,,,
,,,,,,,,1.6,,1.48,,
,,2.488,,1.788,,,,,,,,
,,,,1.496,,,,,,2.836,,
,1.888,,1.528,,,,,,,,,
,,,,,,,,,,1.596,1.456,
,,1.68,,,,,,2.02,,,,
,,,1.592,,,,,,,1.812,,
,,,1.184,,,,,,1.144,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,1.232,1.272,,,
,,1.276,,,,,,,,2.576,,
,,,,,,,,1.176,,,,1.096
,,0.484,,,3.064,,,,,,,
,,,,,,0.0,,,,5.0,,
,,1.276,,,,,,,,2.576,,
,,,,,,,,,,,1.9,2.04
3.0,,,,,,,3.0,,,,,
,,1.544,,,,,,,,2.184,,
,,,,3.992,,1.512,,,,,,
0.996,,,,,1.016,,,,,,,
,,,2.52,1.48,,,,,,,,
,,,,,1.032,,,,0.992,,,
,2.64,,,1.5,,,,,,,,
2.02,,,,,,,,,2.04,,,
,,1.788,,,,,,,,,2.048,
,1.404,,,,,,,,1.844,,,
,,,1.472,,,,,1.652,,,,
,,,2.788,1.548,,,,,,,,
3.0,,,,,,,3.0,,,,,
,,,1.592,,,,,,,1.812,,
,1.952,,,,,,,,,,1.412,
,,,,,,0.024,,4.984,,,,
,,,,3.888,,1.668,,,,,,
,,,,,,,1.512,3.132,,,,
,,1.568,,,,,,2.128,,,,
,1.892,,,,,,,,,,,1.852
,,,,,,,,,1.476,,,1.336
,,,,,,,,,,,1.86,1.88
,,,,3.144,,,1.884,,,,,
,,1.428,,,,,,,,1.728,,
,,,,,,0.036,,4.976,,,,
,,,1.572,,,,,1.352,,,,
1.796,1.816,,,,,,,,,,,
,,1.512,,,,,,2.152,,,,
2.02,,,,,,,,,2.04,,,
,,,,,,,,,1.868,1.768,,
3.0,,,,,,3.0,,,,,,
,,,,,1.0,,,,,,,1.0
,,,,1.624,,,,,,2.524,,
,,,,,,,1.852,,,3.532,,
,4.336,,,,,0.996,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,2.244,,,3.504,,,
,,,,,,,,1.204,,,1.244,
,,3.144,,,,,2.004,,,,,
,,,,,,,,1.204,,,1.244,
0.996,,,,,1.016,,,,,,,
,2.488,,,1.308,,,,,,,,
,,,,,,2.988,,,,,,3.008
,,,,,1.064,,,,,0.984,,
2.292,,,,2.292,,,,,,,,
2.28,,2.3,,,,,,,,,,
,,,2.264,,,,,,,,,1.504
,,,,,,0.012,,4.992,,,,
,,,,,,2.988,,,,,,3.008
,,,,,,0.0,,,,5.0,,
,,1.748,,,,,,,,,1.828,
,1.404,,,,,,,,1.844,,,
0.996,,,,,1.016,,,,,,,
,1.888,,1.528,,,,,,,,,
,,0.48,,,3.08,,,,,,,
,,,,3.936,,1.596,,,,,,
,,,2.264,,,,,,,,,1.504
,1.468,,,,,,,,,1.888,,
,,1.512,,,,,,,,1.752,,
2.408,,,,,,,,,,2.428,,
,1.404,,,,,,,,1.844,,,
0.996,,,,,1.016,,,,,,,
,,,1.592,,,,,,,1.812,,
,,1.512,,,,,,,,1.752,,
,,,,,,,,,,,1.964,1.704
,,,,1.492,,,,,,2.612,,
,,,,,,,,1.34,,,,1.32
,1.404,,,,,,,,1.844,,,
,,,2.62,1.58,,,,,,,,
,,,,,,0.012,,,,4.992,,
,,,,,,2.976,,,,,,3.016
,,,,,,2.988,,,,,,3.008
,1.404,,,,,,,,1.844,,,
,,,,1.168,,,,2.768,,,,
1.148,,,,,,,,,,,1.168,
2.996,,,,,,,,,,,,2.996
,,,1.888,,,,,1.748,,,,
,,,3.144,,,,1.764,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,5.0,0.0,,,,,,
,1.404,,,,,,,,1.844,,,
3.0,,,,,,,3.0,,,,,
,,,,,,2.988,,,,,,3.008
2.052,,,,,,,,,,2.072,,
2.224,,2.244,,,,,,,,,,
,,,,,1.032,,,,,,0.992,
,,0.448,,,3.208,,,,,,,
,,,,,,,,,1.588,1.568,,
,,1.488,,,,,,,,,2.328,
,,,,,,,,,1.588,1.568,,
2.02,,,,,,,,,2.04,,,
,0.984,,,,1.064,,,,,,,
,,,,3.936,,1.596,,,,,,
,,1.512,,,,,,,2.392,,,
,,0.448,,,3.208,,,,,,,
,,1.876,,,,,,,2.176,,,
,,,,,,0.012,,,,4.992,,
,,,1.744,,,,,,,,,1.544
,,,,,,,,,,1.664,,1.784
,,,,,,,,,1.104,,,1.224
,,,,,,,,,,1.664,,1.784
,,,,,,,2.988,,,,,3.008
,,,,,,2.244,,,3.504,,,
,,,,,1.08,,,,,0.98,,
,,,,,1.032,,,,,,0.992,
2.224,,2.244,,,,,,,,,,
,,,,,,0.024,,4.984,,,,
3.0,,,,,,,3.0,,,,,
,2.504,,,1.404,,,,,,,,
3.0,,,,,,,3.0,,,,,
2.996,,,,,,,,,,,,2.996
,1.272,,,,,,,,1.172,,,
,,,,,,,,,,1.54,1.8,
3.0,,,,,,,3.0,,,,,
,,,,1.46,,,,,,2.66,,
,,,,1.448,,,,,,,2.488,
,,,,,5.0,0.0,,,,,,
,,,,,,1.38,,,,4.08,,
,2.108,1.588,,,,,,,,,,
,,,,,5.0,0.0,,,,,,
,3.672,,,,,,1.992,,,,,
,,0.44,,,3.24,,,,,,,
3.0,,,,,,,3.0,,,,,
2.476,,,,,,,,,,2.476,,
,,,0.996,,1.016,,,,,,,
,,,,1.824,,,,,,2.444,,
,,,,,,2.976,,,,,3.016,
,,,,1.716,,,,,,2.536,,
2.204,,,2.224,,,,,,,,,
,,,,,,,,1.648,,,,1.808
2.26,,,,2.26,,,,,,,,
,,,,,,,,1.828,1.288,,,
2.064,,,,2.084,,,,,,,,
,,,,,,2.976,,,,,3.016,
3.0,,,,,,3.0,,,,,,
,3.672,,,,,1.992,,,,,,
,,,,1.52,,,,,,2.66,,
,,,2.188,,,,,,,1.868,,
,,,1.084,,,,,,1.124,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,1.016,,1.056,
,,,,,,,2.976,,,,,3.016
,,,,,,,,1.22,,1.02,,
,,,1.152,,,,,,,,1.092,
2.252,,2.252,,,,,,,,,,
2.224,,2.244,,,,,,,,,,
,,,,,,,,1.22,,1.02,,
,,,,,,0.024,,4.984,,,,
,,,,,5.0,0.0,,,,,,
,,,1.084,,,,,,1.124,,,
,,,,,,1.5,,,4.0,,,
,,,5.0,,,0.0,,,,,,
,,,,,,1.38,,,,4.08,,
,,2.64,,1.66,,,,,,,,
,,,3.672,,,1.992,,,,,,
,,,,,,,2.988,,,,,3.008
2.476,,,,,,,,,,2.476,,
,,,1.0,,1.0,,,,,,,
,,,,0.5,3.0,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,,2.068,3.468,,,,
,,,,,,,,1.22,,1.02,,
,,,,,,,,1.248,,,1.308,
,,,,1.512,,,,,2.612,,,
1.12,,,,,,,,,1.14,,,
,,,,,1.032,,0.992,,,,,
,,,,1.576,,,,,,,,2.556
,,,,,,,,,,,4.176,0.336
2.888,,,,,,,,,2.888,,,
,,,,,,,,,,1.148,1.148,
,,,1.072,,,,,1.172,,,,
,,,,1.264,,,,,,,,2.784
,,,1.908,,,,,,,,,2.048
,,,1.8,,,,,,,,1.92,
,,2.324,,1.844,,,,,,,,
,,,,,1.016,,,0.996,,,,
3.0,,,,,,,3.0,,,,,
,3.672,,,,,1.992,,,,,,
,,1.092,,,,,,,3.012,,,
,1.92,,,,,,,,,,,1.56
,,,1.48,,,,,,1.66,,,
,,,,,,,2.068,3.468,,,,
2.728,,,,,,,,2.728,,,,
,,,,,,,,1.264,,,1.884,
,,,,,,,,2.392,,,,1.132
,3.672,,,,,1.992,,,,,,
,,,,3.96,,1.56,,,,,,
,,,,,,,,1.252,1.172,,,
,,,,,,,,2.316,,,,1.196
,,,,,,,,,,1.996,,1.676
,,,,,,0.0,,,,,5.0,
,,,,,,3.0,3.0,,,,,
,3.672,,,,,,1.992,,,,,
,,,,,,,2.988,,,,,3.008
,,,,,1.064,,,,0.984,,,
,,,1.812,,,,,,,2.032,,
,,,,4.024,,1.464,,,,,,
,,,5.0,,,0.0,,,,,,
,,,1.556,,,,,,,,2.036,
,,,,,,,,,1.712,,,1.592
2.224,,2.244,,,,,,,,,,
,3.672,,,,,1.992,,,,,,
,4.528,,,,,0.708,,,,,,
,,3.4,,,,2.4,,,,,,
,,,,0.476,3.096,,,,,,,
,0.984,,,,1.064,,,,,,,
,,,,,,,,1.28,,,,1.72
,2.108,1.588,,,,,,,,,,
1.436,,,1.456,,,,,,,,,
1.12,,,,,,,,,1.14,,,
,,,1.696,,,,,,,,,1.696
,,3.4,,,,,2.4,,,,,
,,,,,1.08,,,,0.98,,,
,,2.54,,1.74,,,,,,,,
,,,,,,,,,1.86,,,1.94
,,,,,1.016,,,0.996,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,2.988,,,,,3.008
,,,,,,,,,1.86,,,1.94
,,,,,1.048,,,,,,0.988,
2.68,,,,,,,,,2.7,,,
,1.024,,,,,,,1.064,,,,
,,,,,,2.988,,,,,,3.008
,,,,,,0.0,,,,5.0,,
2.68,,,,,,,,,2.7,,,
,,,,,,,,,1.596,,1.736,
,,3.2,,,,2.7,,,,,,
,,,,1.576,,,,,2.416,,,
,,,,,1.048,,,,,,0.988,
,,,,,,,,,,1.66,1.96,
,,,,3.24,,,1.84,,,,,
,,1.62,,,,,,,2.26,,,
,,,,,,,2.988,,,,,3.008
,3.672,,,,,,1.992,,,,,
3.0,,,,,,3.0,,,,,,
,,2.4,,1.78,,,,,,,,
1.436,,,1.456,,,,,,,,,
,,,,,,0.024,,4.984,,,,
,,,,,,,2.988,,,,,3.008
2.196,,,,2.196,,,,,,,,
,,,,,1.048,,,,,,,0.988
,,,,,1.032,,,0.992,,,,
,,2.344,,1.764,,,,,,,,
,,,,,,2.988,,,,,,3.008
,,,,,1.016,,,0.996,,,,
,,,,,,,,1.08,1.02,,,
,,,,1.512,,,,,,,,2.452
,,,1.824,,,,,,,1.864,,
,,,,3.1,,,1.86,,,,,
0.996,,,,,1.016,,,,,,,
2.876,,2.876,,,,,,,,,,
,,,,,,,,1.504,,,1.284,
2.996,,,,,,,,,,,,2.996
,,,,,,,,,1.4,1.48,,
,,,1.856,,,,,,,,,1.916
,1.488,,1.608,,,,,,,,,
,,,,,,,,,1.052,,1.052,
,1.716,,,,,,,,,,,1.476
3.0,,,,,,,3.0,,,,,
2.2,,,,2.2,,,,,,,,
,,0.028,,,4.888,,,,,,,
,,,,,,0.0,,,,,5.0,
,1.036,,,,,,,,,,1.076,
,0.984,,,,1.064,,,,,,,
,,,,,,,,1.064,,,,1.044
,2.844,,,1.324,,,,,,,,
,1.376,,1.436,,,,,,,,,
,,,,,,,,,1.104,,,1.044
,1.376,,1.436,,,,,,,,,
,2.436,1.556,,,,,,,,,,
,,,,,,,2.988,,,,,3.008
,,,1.628,,,,,,,,2.008,
,,,,,1.048,,,,,,0.988,
,,1.692,,,,,,,2.372,,,
,,,,,,,,1.048,,,,0.988
,,,,,,,,1.064,,,,1.044
,1.036,,,,,,,,,,1.076,
,,,1.048,,,,,1.148,,,,
3.0,,,,,,3.0,,,,,,
,,,5.0,,,0.0,,,,,,
,,,1.384,,,,,,,,,1.304
2.04,,,,,,,,,,,2.06,
,2.62,,,1.5,,,,,,,,
,,,,,,,,,1.268,,,1.168
,,,1.0,,1.0,,,,,,,
,,,,,,,,,,1.052,,1.092
,,,,,,,,,1.104,,,1.044
,1.716,,,,,,,,,,,1.476
,,,,,,,,,1.068,,1.048,
,,,1.536,,,,,,,,1.636,
,,,,,,,,,1.244,1.324,,
,,,1.612,,,,,,,,1.812,
,,0.088,,,,,,4.748,,,,
,,,,,,,,1.024,,,1.064,
,,,,,,0.0,,,,,5.0,
,,0.088,,,,,,4.748,,,,
,,,,,,,,1.136,,0.996,,
2.04,,,,,,,,,,,2.06,
,,,,,1.064,,,,,,0.984,
,,4.336,,,,0.996,,,,,,
,,,,0.524,2.904,,,,,,,
,,1.684,,,,,,,,,,2.204
,,,,,5.0,0.0,,,,,,
,,,,,,0.0,,,,5.0,,
,,,,,1.032,,0.992,,,,,
,,,0.992,,1.032,,,,,,,
,,4.336,,,,0.996,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,3.24,,,1.86,,,,,
,,,,,,,,,1.244,1.324,,
,,,,,,0.024,,4.984,,,,
,1.192,,,,,,,1.012,,,,
,,0.028,,,4.888,,,,,,,
,1.3,,,,,,,1.16,,,,
,3.672,,,,,1.992,,,,,,
,,,,0.46,3.16,,,,,,,
,,,0.996,,1.016,,,,,,,
,,,,1.768,,,,,,,,2.488
0.996,,,,,1.016,,,,,,,
2.3,,,,2.3,,,,,,,,
,1.448,,,,,,,,,,1.668,
,,,,3.068,,,1.788,,,,,
,,3.488,,,,,1.848,,,,,
,,,3.364,,,,1.744,,,,,
,,,,1.492,,,,,,2.672,,
3.0,,,,,,3.0,,,,,,
,,1.608,,,,,,,,,,2.268
2.996,2.996,,,,,,,,,,,
,3.672,,,,,,1.992,,,,,
,,,,,,,,1.548,,,1.868,
,,,,,,,2.152,,,3.232,,
,,,,1.392,,,,,,,,2.672
,,,,,,0.024,,4.984,,,,
,,,,,1.032,,0.992,,,,,
,,,,4.112,,1.332,,,,,,
,,,,0.516,2.936,,,,,,,
,,,,,,,,1.548,,,1.868,
,,,,,1.016,,,0.996,,,,
,,0.028,,,4.888,,,,,,,
,,,,,1.112,,,,,0.972,,
0.996,,,,,1.016,,,,,,,
0.996,,,,,1.016,,,,,,,
,1.08,,1.1,,,,,,,,,
,0.984,,,,1.064,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,0.456,3.176,,,,,,,
,,,,1.672,,,,,,2.492,,
0.996,,,,,1.016,,,,,,,
,,,,,,2.328,,,,,,3.448
,1.08,,1.1,,,,,,,,,
,,,,1.328,,,,2.648,,,,
,,,,,1.048,,,,0.988,,,
,,,,,,2.328,,,,,,3.448
,3.672,,,,,1.992,,,,,,
3.0,,,,,,3.0,,,,,,
,3.672,,,,,,1.992,,,,,
,,,,,,,,,,,1.956,1.616
,0.984,,,,1.064,,,,,,,
,,,0.996,,1.016,,,,,,,
,,2.56,,1.48,,,,,,,,
,,,2.452,1.532,,,,,,,,
1.872,,,,,,,,,,,,1.892
,,1.708,,,,,,,,,,1.928
,,,,,,,,,,1.424,,2.004
,,,,,,,,1.132,0.992,,,
,1.88,,,,,,,,,,,1.64
,0.984,,,,1.064,,,,,,,
2.388,,,,,,,,,,2.388,,
,,,,1.432,,,,,2.692,,,
,,3.672,,,,1.992,,,,,,
,,2.032,1.832,,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,3.148,,,1.868,,,,,
2.688,,,,,,,,2.708,,,,
,,,,,,,,1.156,1.336,,,
,,,,,,,,,1.592,,,1.952
,,,,,,,,,,1.424,,2.004
,,,2.004,,,,,,,1.864,,
,,,,1.444,,,,,,,2.644,
2.692,,,,,,,,,2.712,,,
,,,,,,,,1.844,,1.904,,
,,,,,1.08,,,,,,0.98,
,,,,,1.064,,,,,,0.984,
,,,0.996,,1.016,,,,,,,
,,,2.46,1.58,,,,,,,,
,,3.672,,,,1.992,,,,,,
,,,3.244,,,,1.764,,,,,
,,2.024,1.804,,,,,,,,,
,,,,,,,,,1.264,1.284,,
,,,1.704,,,,,,,,,2.044
,,2.568,,1.588,,,,,,,,
,,,,,,0.12,,4.92,,,,
2.164,,,,2.184,,,,,,,,
2.272,,,,,,,,,,,2.292,
,,,,,,3.0,3.0,,,,,
,,,,,1.048,,,,,,,0.988
,,,,,,,2.844,3.064,,,,
1.872,,,,,,,,,,,,1.892
,3.672,,,,,1.992,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,,1.764,1.804
,,,1.688,,,,,,,,1.988,
2.34,,,,2.34,,,,,,,,
,,,,,,,,1.868,,,,1.688
,,2.584,,1.424,,,,,,,,
,,,,,1.032,,0.992,,,,,
,1.092,,,,,,,,1.012,,,
,1.092,,,,,,,,1.012,,,
,3.672,,,,,1.992,,,,,,
,,,4.728,,,0.408,,,,,,
,,,,0.488,3.048,,,,,,,
,,,,1.576,,,,2.496,,,,
1.872,,,,,,,,,,,,1.892
,1.4,,,,,,,,,1.32,,
,,1.708,,,,,,,,,,1.928
,,,,1.54,,,,2.64,,,,
,,,,,,,,,1.592,,,1.952
,,,,,,,,1.056,1.056,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,,,1.024,,1.024
,,,,,1.032,,,,,,,0.992
,0.988,,,,1.048,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,3.24,,,1.94,,,,,
,,1.772,,,,,,,,,1.992,
,,,,,1.016,,,0.996,,,,
,,,,,,,,1.756,,2.096,,
,,,,1.344,,,,2.584,,,,
2.692,,,,,,,,,2.712,,,
,,,,,1.016,,,0.996,,,,
,,0.52,,,2.92,,,,,,,
,,,1.64,,,,,1.94,,,,
,,,0.996,,1.016,,,,,,,
,,2.288,,1.648,,,,,,,,
,,,,1.628,,,,,,2.668,,
,,,,,,3.0,3.0,,,,,
2.092,,,,2.112,,,,,,,,
,,1.84,,,,,,,1.8,,,
,,1.508,,,,,,,,,,2.148
2.408,,,,,,,,,,2.428,,
,,1.56,,,,,,2.06,,,,
,1.872,,,,,,,,,,1.732,
,1.872,,,,,,,,,,1.732,
1.864,,,,,,,,1.864,,,,
,,,,,,,,,,1.536,,1.956
,,,,,5.0,0.0,,,,,,
,1.848,1.628,,,,,,,,,,
,,,3.244,,,,1.764,,,,,
,,1.708,,,,,,,,,2.268,
,,,,,,1.656,,,,3.896,,
,,,,,,0.072,,4.952,,,,
,,4.336,,,,0.996,,,,,,
,,1.708,,,,,,,,,2.268,
,,,,,1.032,,,0.992,,,,
,,0.032,,,4.872,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,1.016,,,,,,,0.996
,,,,,1.064,,,,,0.984,,
,,,,,,1.488,,,,4.008,,
,,,,,,1.752,,,3.832,,,
,1.088,,,,,,,,1.028,,,
,0.984,,,,1.064,,,,,,,
,,,,,,1.5,,,,4.0,,
,,4.336,,,,0.996,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,,,1.456,1.936,
,,0.032,,,4.872,,,,,,,
,,,,,1.064,,,,0.984,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,1.252,1.332,,
,1.26,,,,,,,,,1.2,,
0.996,,,,,1.016,,,,,,,
,,,,,1.016,,,,,,,0.996
,,,1.076,,,,,,,,1.076,
,,,,,1.032,,0.992,,,,,
,,,3.008,,,,2.988,,,,,
,1.656,,,,,,,1.476,,,,
2.136,2.136,,,,,,,,,,,
,,,,,,,,1.576,,,,1.496
,1.54,,1.6,,,,,,,,,
,1.656,,,,,,,1.476,,,,
,1.452,,,,,,,,,,,1.772
,,,,,,,2.096,,3.456,,,
,1.752,,,,,,,,,,2.192,
,,2.264,,1.744,,,,,,,,
,,,,,1.032,,,,,,,0.992
,4.26,0.5,,,,,,,,,,
,,1.636,,,,,,,,,,2.156
,,,,1.0,,,,2.84,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,1.536,2.076,
2.692,,,,,,,,,2.712,,,
3.0,,,,,,3.0,,,,,,
2.692,,,,,,,,,2.712,,,
,,,,,,,,,,,1.984,1.784
,1.732,,,,,,,,,,,1.812
,,,1.0,,1.0,,,,,,,
,,,3.008,,,,2.988,,,,,
2.66,,,,,,,,,,,2.66,
,,4.336,,,,0.996,,,,,,
,,,,,,0.0,,,,,5.0,
2.2,,,,,,,,,,2.2,,
,4.26,0.5,,,,,,,,,,
,,,,,1.08,,,,,0.98,,
,,,1.06,,,,,,,,1.08,
,,,,,1.032,,,,,,0.992,
,1.208,,,,,,,,1.188,,,
,,2.108,1.868,,,,,,,,,
,3.672,,,,,,1.992,,,,,
2.66,,,,,,,,,,,2.66,
